Geographic Level,Location,Year,Total Population,Household Population,Group Quarters Population,Total Housing Units,Single Family Units,Multiple Family Units,Mobile Homes,Occupied Units,Vacancy Rate (%),Persons Per Household,Single Family Detached Units,Single Family Attached Units,Two to Four Family Units,Five Plus Family Units,Vacant Units,Source
City,Madera,2016,63434,62837,597,17597,13115,4043,439,16836,4.324600784224586,3.7322998336897126,12784.0,331.0,2150.0,1893.0,761,E-8
City,Madera,2017,64079,63481,598,17733,13254,4040,437,17025,3.9925562510573553,3.728693098384728,12920.0,334.0,2147.0,1893.0,708,E-8
City,Madera,2018,64463,63864,599,17895,13419,4038,436,17256,3.5708298407376327,3.700973574408901,13084.0,335.0,2144.0,1894.0,639,E-8
City,Madera,2019,65039,64439,600,17975,13502,4037,434,17397,3.215577190542418,3.704029430361557,13166.0,336.0,2141.0,1896.0,578,E-8
City,Madera,2020,66157,65074,1083,18189,13721,4036,432,17672,2.84,3.682322317790855,13383.0,338.0,2137.0,1899.0,517,E-8
City,Malibu,1991,0,0,0,0,0,0,0,0,0.0,0.0,,,,,0,E-8
City,Malibu,1992,11977,11840,137,6045,4273,1098,674,5036,16.691480562448305,2.351072279586974,,,,,1009,E-8
City,Malibu,1993,12265,12109,156,6171,4364,1141,666,5146,16.60994976502998,2.3530897784687137,,,,,1025,E-8
City,Malibu,1994,11717,11541,176,5886,4107,1121,658,4912,16.54774040095141,2.349552117263844,,,,,974,E-8
City,Malibu,1995,11660,11464,196,5898,4114,1134,650,4926,16.480162767039673,2.3272431993503857,,,,,972,E-8
City,Malibu,1996,11679,11463,216,5911,4131,1137,643,4942,16.39316528506175,2.319506272764063,,,,,969,E-8
City,Malibu,1997,11832,11596,236,5968,4190,1143,635,4992,16.353887399463808,2.3229166666666665,,,,,976,E-8
City,Malibu,1998,12015,11760,255,6015,4217,1171,627,5036,16.27597672485453,2.335186656076251,,,,,979,E-8
City,Malibu,1999,12171,11896,275,6034,4224,1190,620,5056,16.208153795160758,2.3528481012658227,,,,,978,E-8
City,Malibu,2000,12536,12241,295,6130,4297,1221,612,5140,16.150081566068515,2.3815175097276264,,,,,990,E-8
City,Malibu,2001,12695,12407,288,6201,4392,1204,605,5163,16.739235607160136,2.4030602362967266,,,,,1038,E-8
City,Malibu,2002,12806,12534,272,6284,4505,1181,598,5183,17.520687460216422,2.418290565309666,,,,,1101,E-8
City,Malibu,2003,12944,12688,256,6391,4621,1179,591,5225,18.244406196213426,2.4283253588516747,,,,,1166,E-8
City,Malibu,2004,13052,12812,240,6500,4760,1156,584,5267,18.96923076923077,2.4325042718815264,,,,,1233,E-8
City,Malibu,2005,13022,12798,224,6573,4864,1132,577,5280,19.671382930168875,2.4238636363636363,,,,,1293,E-8
City,Malibu,2006,12907,12698,209,6629,4950,1109,570,5278,20.380147835269277,2.405835543766578,,,,,1351,E-8
City,Malibu,2007,12823,12630,193,6692,5043,1086,563,5281,21.0848774656306,2.391592501420185,,,,,1411,E-8
City,Malibu,2008,12713,12536,177,6735,5118,1060,557,5269,21.766889383815887,2.379199089011198,,,,,1466,E-8
City,Malibu,2009,12672,12511,161,6791,5204,1037,550,5266,22.45619201884848,2.37580706418534,,,,,1525,E-8
City,Malibu,2010,12645,12504,141,6864,5316,1007,541,5267,23.266317016317014,2.374026960318967,4777.0,539.0,246.0,761.0,1597,E-8
City,Malibu,2011,12621,12477,144,6884,5338,1006,540,5238,23.910517141196973,2.382016036655212,4797.0,541.0,243.0,763.0,1646,E-8
City,Malibu,2012,12585,12438,147,6904,5362,1003,539,5194,24.76825028968713,2.3946861763573355,4817.0,545.0,239.0,764.0,1710,E-8
City,Malibu,2013,12549,12399,150,6924,5384,1002,538,5159,25.49104563835933,2.403372746656329,4836.0,548.0,236.0,766.0,1765,E-8
City,Malibu,2014,12494,12341,153,6959,5418,1004,537,5128,26.311251616611585,2.406591263650546,4866.0,552.0,236.0,768.0,1831,E-8
City,Malibu,2015,12418,12262,156,6983,5444,1003,536,5094,27.05141056852356,2.4071456615626228,4888.0,556.0,233.0,770.0,1889,E-8
City,Malibu,2016,12330,12171,159,7016,5476,1005,535,5068,27.76510832383125,2.4015390686661404,4909.0,567.0,233.0,772.0,1948,E-8
City,Malibu,2017,12188,12026,162,7033,5495,1004,534,5025,28.551116166642963,2.3932338308457712,4924.0,571.0,230.0,774.0,2008,E-8
City,Malibu,2018,12026,11861,165,7057,5520,1005,532,4978,29.46011052855321,2.3826838087585376,4946.0,574.0,230.0,775.0,2079,E-8
City,Malibu,2019,10932,10764,168,6596,5055,1009,532,4592,30.38204972710734,2.3440766550522647,4493.0,562.0,230.0,779.0,2004,E-8
City,Malibu,2020,10736,10570,166,6624,5079,1015,530,4558,31.19,2.3189995612110574,4514.0,565.0,234.0,781.0,2066,E-8
City,Manhattan Beach,1991,31784,31782,2,14716,11020,3691,5,14024,4.702364773036151,2.26625784369652,,,,,692,E-8
City,Manhattan Beach,1992,32054,32051,3,14780,11068,3704,8,14101,4.59404600811908,2.272959364584072,,,,,679,E-8
City,Manhattan Beach,1993,32261,32256,5,14844,11170,3663,11,14177,4.493398005928321,2.2752345348099032,,,,,667,E-8
City,Manhattan Beach,1994,32221,32215,6,14889,11240,3635,14,14237,4.379071797971657,2.2627660321696985,,,,,652,E-8
City,Manhattan Beach,1995,32516,32509,7,14863,11251,3595,17,14227,4.2790822848684655,2.285021438110635,,,,,636,E-8
City,Manhattan Beach,1996,32399,32391,8,14845,11273,3552,20,14227,4.163017851128326,2.276727349406059,,,,,618,E-8
City,Manhattan Beach,1997,32656,32646,10,14934,11292,3619,23,14327,4.064550689701353,2.2786347455852587,,,,,607,E-8
City,Manhattan Beach,1998,32806,32795,11,14918,11314,3578,26,14328,3.954953747151092,2.2888749302065885,,,,,590,E-8
City,Manhattan Beach,1999,32981,32969,12,14880,11302,3549,29,14308,3.844086021505377,2.304235392787252,,,,,572,E-8
City,Manhattan Beach,2000,33742,33728,14,15036,11484,3520,32,14471,3.7576483107209366,2.330730426369981,,,,,565,E-8
City,Manhattan Beach,2001,34367,34352,15,15118,11553,3533,32,14530,3.889403360232835,2.364211975223675,,,,,588,E-8
City,Manhattan Beach,2002,35051,35035,16,15251,11679,3542,30,14625,4.104648875483575,2.395555555555556,,,,,626,E-8
City,Manhattan Beach,2003,35649,35631,18,15368,11786,3554,28,14704,4.320666319625195,2.423218171926006,,,,,664,E-8
City,Manhattan Beach,2004,35748,35729,19,15309,11738,3545,26,14614,4.539813181788491,2.4448474065964145,,,,,695,E-8
City,Manhattan Beach,2005,35667,35646,21,15249,11699,3526,24,14523,4.760967932323431,2.454451559595125,,,,,726,E-8
City,Manhattan Beach,2006,35278,35256,22,15118,11611,3485,22,14363,4.99404683159148,2.4546403954605585,,,,,755,E-8
City,Manhattan Beach,2007,35051,35028,23,15035,11543,3472,20,14249,5.227801795809777,2.458277773878869,,,,,786,E-8
City,Manhattan Beach,2008,34955,34930,25,14991,11514,3459,18,14173,5.456607297711961,2.464545262118112,,,,,818,E-8
City,Manhattan Beach,2009,35147,35121,26,15021,11553,3452,16,14169,5.67205911723587,2.4787211518102903,,,,,852,E-8
City,Manhattan Beach,2010,35135,35107,28,14929,11468,3447,14,14038,5.968249715319174,2.500854822624305,10313.0,1155.0,2471.0,976.0,891,E-8
City,Manhattan Beach,2011,35419,35390,29,14956,11503,3439,14,14046,6.084514576089861,2.519578527694718,10326.0,1177.0,2463.0,976.0,910,E-8
City,Manhattan Beach,2012,35607,35577,30,14950,11516,3420,14,14004,6.327759197324411,2.540488431876607,10333.0,1183.0,2444.0,976.0,946,E-8
City,Manhattan Beach,2013,35794,35763,31,14952,11524,3414,14,13986,6.4606741573033695,2.557057057057057,10335.0,1189.0,2438.0,976.0,966,E-8
City,Manhattan Beach,2014,35825,35793,32,14935,11513,3408,14,13936,6.688985604285236,2.5683840413318024,10330.0,1183.0,2432.0,976.0,999,E-8
City,Manhattan Beach,2015,35911,35878,33,14947,11531,3402,14,13923,6.850873084899978,2.5768871651224594,10348.0,1183.0,2426.0,976.0,1024,E-8
City,Manhattan Beach,2016,35878,35844,34,14944,11535,3396,13,13902,6.972698072805139,2.578334052654294,10354.0,1181.0,2420.0,976.0,1042,E-8
City,Manhattan Beach,2017,35991,35956,35,15026,11623,3390,13,13946,7.187541594569414,2.578230316936756,10429.0,1194.0,2414.0,976.0,1080,E-8
City,Manhattan Beach,2018,35828,35792,36,15025,11633,3379,13,13895,7.520798668885186,2.575890608132421,10431.0,1202.0,2403.0,976.0,1130,E-8
City,Manhattan Beach,2019,35630,35593,37,15028,11648,3367,13,13862,7.758850146393403,2.5676670033184243,10444.0,1204.0,2391.0,976.0,1166,E-8
City,Manhattan Beach,2020,35462,35429,33,14994,11633,3348,13,13808,7.91,2.5658314020857476,10426.0,1207.0,2384.0,964.0,1186,E-8
City,Manteca,1991,41415,41171,244,14275,10287,3320,668,13729,3.824868651488616,2.998834583727876,,,,,546,E-8
City,Manteca,1992,41800,41536,264,14369,10363,3316,690,13829,3.7580903333565314,3.003543278617398,,,,,540,E-8
City,Manteca,1993,42658,42325,333,14722,10504,3507,711,14177,3.701942670832768,2.9854694223037312,,,,,545,E-8
City,Manteca,1994,43252,42899,353,14997,10768,3496,733,14449,3.654064146162566,2.968994394075714,,,,,548,E-8
City,Manteca,1995,43848,43475,373,15202,10953,3494,755,14655,3.598210761741876,2.966564312521324,,,,,547,E-8
City,Manteca,1996,44505,44112,393,15404,11137,3491,776,14858,3.544533887302,2.9689056400592277,,,,,546,E-8
City,Manteca,1997,45558,45145,413,15781,11502,3480,799,15229,3.497877194094164,2.964410007223061,,,,,552,E-8
City,Manteca,1998,46516,46084,432,16062,11773,3469,820,15507,3.45536047814718,2.971819178435545,,,,,555,E-8
City,Manteca,1999,47404,46952,452,16328,12028,3458,842,15773,3.39906908378246,2.976732390794396,,,,,555,E-8
City,Manteca,2000,48777,48305,472,16762,12450,3448,864,16198,3.364753609354492,2.982158291147055,,,,,564,E-8
City,Manteca,2001,51396,50918,478,17524,13223,3436,865,16881,3.669253595069619,3.0162905041170545,,,,,643,E-8
City,Manteca,2002,54787,54307,480,18609,14333,3417,859,17855,4.051802891074211,3.0415569868384207,,,,,754,E-8
City,Manteca,2003,56802,56320,482,19169,14919,3396,854,18323,4.413375762950597,3.073732467390711,,,,,846,E-8
City,Manteca,2004,59240,58756,484,19991,15716,3427,848,19044,4.737131709269171,3.085276202478471,,,,,947,E-8
City,Manteca,2005,60598,60112,486,20591,16324,3425,842,19549,5.060463309212762,3.074939894623766,,,,,1042,E-8
City,Manteca,2006,61926,61439,487,21281,16864,3580,837,20143,5.347493068934731,3.0501414883582387,,,,,1138,E-8
City,Manteca,2007,62875,62386,489,21759,17373,3554,832,20531,5.643641711475711,3.0386245190200185,,,,,1228,E-8
City,Manteca,2008,64316,63825,491,22311,17962,3541,808,20991,5.916364125319349,3.0405888237816208,,,,,1320,E-8
City,Manteca,2009,65652,65159,493,22765,18401,3562,802,21356,6.189325719305952,3.0510863457576325,,,,,1409,E-8
City,Manteca,2010,67096,66601,495,23132,18801,3536,795,21618,6.5450458239668,3.0808122860579146,17667.0,1134.0,1068.0,2468.0,1514,E-8
City,Manteca,2011,68421,67915,506,23441,19119,3530,792,21944,6.386246320549461,3.0949234414874227,17983.0,1136.0,1065.0,2465.0,1497,E-8
City,Manteca,2012,69824,69307,517,23777,19413,3577,787,22326,6.102536064263786,3.104317835707247,18274.0,1139.0,1062.0,2515.0,1451,E-8
City,Manteca,2013,71402,70874,528,24188,19678,3725,785,22917,5.254671738051931,3.09263865252869,18536.0,1142.0,1059.0,2666.0,1271,E-8
City,Manteca,2014,72338,71799,539,24481,19981,3719,781,23260,4.987541358604631,3.0868013757523647,18836.0,1145.0,1056.0,2663.0,1221,E-8
