Income Level,Units,RHNA,Percent,Projected Units,On Track Score,Status,Jurisdiction,Geographic Level,County,Region,Cycle,Planning Period,Planning Period Start,Planning Period End,Cycle Started,Snapshot Date,Most Recent,Total Days,Elapsed Days,Percent Elapsed,Tiers Met,Tiers With Goal,Overall Progress,Overall On Track Score,Overall Category,Source Last Updated
Low,1,1,1.0,1.0,1.0,Met,Alturas,City,Modoc,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,2,4,0.5833333333333334,0.5833333333333334,Behind,2026-07-15 12:00:00
Moderate,1,1,1.0,1.0,1.0,Met,Alturas,City,Modoc,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,2,4,0.5833333333333334,0.5833333333333334,Behind,2026-07-15 12:00:00
Total,3,7,0.42857142857142855,3.0,0.42857142857142855,Behind,Alturas,City,Modoc,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,2,4,0.5833333333333334,0.5833333333333334,Behind,2026-07-15 12:00:00
Very Low,0,2,0.0,0.0,0.0,Behind,Alturas,City,Modoc,Far North,6,08/31/2019 - 06/30/2024,2019-08-31,2024-06-30,True,2026-07-15,True,1765,2510,1.4220963172804533,2,4,0.5833333333333334,0.5833333333333334,Behind,2026-07-15 12:00:00
Above Moderate,0,0,0.0,0.0,,No Allocation,Amador City,City,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Low,0,1,0.0,0.0,0.0,Behind,Amador City,City,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Moderate,0,0,0.0,0.0,,No Allocation,Amador City,City,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Total,0,2,0.0,0.0,0.0,Behind,Amador City,City,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Very Low,0,1,0.0,0.0,0.0,Behind,Amador City,City,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Above Moderate,3,2,1.5,4.969387755102042,2.484693877551021,Met,Amador City,City,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Low,0,1,0.0,0.0,0.0,Far Off Track,Amador City,City,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Moderate,0,1,0.0,0.0,0.0,Far Off Track,Amador City,City,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Total,3,5,0.6,4.969387755102042,0.9938775510204083,Nearly On Track,Amador City,City,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Very Low,0,1,0.0,0.0,0.0,Far Off Track,Amador City,City,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Above Moderate,37,23,1.61,37.0,1.608695652173913,Met,Amador County,County,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,3,4,0.85,0.85,Behind,2026-07-15 12:00:00
Low,9,7,1.29,9.0,1.2857142857142858,Met,Amador County,County,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,3,4,0.85,0.85,Behind,2026-07-15 12:00:00
Moderate,45,9,5.0,45.0,5.0,Met,Amador County,County,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,3,4,0.85,0.85,Behind,2026-07-15 12:00:00
Total,95,49,1.9387755102040816,95.0,1.9387755102040816,Met,Amador County,County,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,3,4,0.85,0.85,Behind,2026-07-15 12:00:00
Very Low,4,10,0.4,4.0,0.4,Behind,Amador County,County,Amador,South San Joaquin Valley,5,06/30/2014 - 09/15/2021,2014-06-30,2021-09-15,True,2026-07-15,True,2634,4398,1.6697038724373576,3,4,0.85,0.85,Behind,2026-07-15 12:00:00
Above Moderate,95,134,0.71,157.3639455782313,1.1743578028226216,On Track,Amador County,County,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.5279712711965476,0.6668595597457687,Somewhat Off Track,2026-07-15 12:00:00
Low,21,62,0.34,34.78571428571429,0.5610599078341015,Somewhat Off Track,Amador County,County,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.5279712711965476,0.6668595597457687,Somewhat Off Track,2026-07-15 12:00:00
Moderate,72,72,1.0,119.26530612244899,1.6564625850340138,Met,Amador County,County,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.5279712711965476,0.6668595597457687,Somewhat Off Track,2026-07-15 12:00:00
Total,195,377,0.5172413793103449,323.01020408163265,0.8567909922589726,Nearly On Track,Amador County,County,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.5279712711965476,0.6668595597457687,Somewhat Off Track,2026-07-15 12:00:00
Very Low,7,109,0.06,11.595238095238097,0.10637833114897337,Far Off Track,Amador County,County,Amador,South San Joaquin Valley,6,09/15/2021 - 09/15/2029,2021-09-15,2029-09-15,True,2026-07-15,True,2922,1764,0.6036960985626283,1,4,0.5279712711965476,0.6668595597457687,Somewhat Off Track,2026-07-15 12:00:00
Above Moderate,232,164,1.41,232.0,1.4146341463414633,Met,American Canyon,City,Napa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Low,148,54,2.74,148.0,2.740740740740741,Met,American Canyon,City,Napa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Moderate,285,58,4.91,285.0,4.913793103448276,Met,American Canyon,City,Napa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Total,875,392,2.232142857142857,875.0,2.232142857142857,Met,American Canyon,City,Napa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Very Low,210,116,1.81,210.0,1.8103448275862069,Met,American Canyon,City,Napa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Above Moderate,487,249,1.96,1128.4805709754164,4.532050485845046,Met,American Canyon,City,Napa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.2830032371521062,0.32647538378941643,Far Off Track,2026-07-15 12:00:00
Low,5,109,0.05,11.586042823156225,0.10629397085464426,Far Off Track,American Canyon,City,Napa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.2830032371521062,0.32647538378941643,Far Off Track,2026-07-15 12:00:00
Moderate,2,95,0.02,4.63441712926249,0.04878333820276305,Far Off Track,American Canyon,City,Napa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.2830032371521062,0.32647538378941643,Far Off Track,2026-07-15 12:00:00
Total,505,622,0.8118971061093248,1170.1903251387787,1.88133492787585,On Track,American Canyon,City,Napa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.2830032371521062,0.32647538378941643,Far Off Track,2026-07-15 12:00:00
Very Low,11,169,0.07,25.489294210943694,0.15082422610025853,Far Off Track,American Canyon,City,Napa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,1,4,0.2830032371521062,0.32647538378941643,Far Off Track,2026-07-15 12:00:00
Above Moderate,8312,2501,3.32,8312.0,3.323470611755298,Met,Anaheim,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3597138140272115,0.3597138140272115,Behind,2026-07-15 12:00:00
Low,71,907,0.08,71.0,0.0782800441014333,Behind,Anaheim,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3597138140272115,0.3597138140272115,Behind,2026-07-15 12:00:00
Moderate,128,1038,0.12,128.0,0.1233140655105973,Behind,Anaheim,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3597138140272115,0.3597138140272115,Behind,2026-07-15 12:00:00
Total,8809,5702,1.5448965275341986,8809.0,1.5448965275341986,Met,Anaheim,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3597138140272115,0.3597138140272115,Behind,2026-07-15 12:00:00
Very Low,298,1256,0.24,298.0,0.2372611464968153,Behind,Anaheim,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3597138140272115,0.3597138140272115,Behind,2026-07-15 12:00:00
Above Moderate,1599,8344,0.19,2694.508650519031,0.3229276906182923,Far Off Track,Anaheim,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.1428151946450849,0.24066089893479709,Far Off Track,2026-07-15 12:00:00
Low,367,2397,0.15,618.439446366782,0.258005609664907,Far Off Track,Anaheim,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.1428151946450849,0.24066089893479709,Far Off Track,2026-07-15 12:00:00
Moderate,302,2945,0.1,508.9065743944637,0.17280359062630346,Far Off Track,Anaheim,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.1428151946450849,0.24066089893479709,Far Off Track,2026-07-15 12:00:00
Total,2735,17453,0.1567065833954048,4608.806228373703,0.26406957132720466,Far Off Track,Anaheim,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.1428151946450849,0.24066089893479709,Far Off Track,2026-07-15 12:00:00
Very Low,467,3767,0.12,786.9515570934257,0.2089067048296856,Far Off Track,Anaheim,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.1428151946450849,0.24066089893479709,Far Off Track,2026-07-15 12:00:00
Above Moderate,86,59,1.46,86.0,1.4576271186440677,Met,Anderson,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,2,4,0.9177827380952381,0.9177827380952381,Behind,2026-07-15 12:00:00
Low,20,21,0.95,20.0,0.9523809523809523,Behind,Anderson,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,2,4,0.9177827380952381,0.9177827380952381,Behind,2026-07-15 12:00:00
Moderate,93,24,3.88,93.0,3.875,Met,Anderson,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,2,4,0.9177827380952381,0.9177827380952381,Behind,2026-07-15 12:00:00
Total,222,136,1.6323529411764706,222.0,1.6323529411764706,Met,Anderson,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,2,4,0.9177827380952381,0.9177827380952381,Behind,2026-07-15 12:00:00
Very Low,23,32,0.72,23.0,0.71875,Behind,Anderson,City,Shasta,Far North,5,06/30/2014 - 04/15/2020,2014-06-30,2020-04-15,True,2026-07-15,True,2116,4398,2.078449905482042,2,4,0.9177827380952381,0.9177827380952381,Behind,2026-07-15 12:00:00
Above Moderate,79,109,0.72,101.15600350569676,0.928036729410062,Nearly On Track,Anderson,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,0,4,0.1811926605504587,0.2320091823525155,Far Off Track,2026-07-15 12:00:00
Low,0,37,0.0,0.0,0.0,Far Off Track,Anderson,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,0,4,0.1811926605504587,0.2320091823525155,Far Off Track,2026-07-15 12:00:00
Moderate,0,41,0.0,0.0,0.0,Far Off Track,Anderson,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,0,4,0.1811926605504587,0.2320091823525155,Far Off Track,2026-07-15 12:00:00
Total,79,241,0.3278008298755187,101.15600350569676,0.41973445438048446,Far Off Track,Anderson,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,0,4,0.1811926605504587,0.2320091823525155,Far Off Track,2026-07-15 12:00:00
Very Low,0,54,0.0,0.0,0.0,Far Off Track,Anderson,City,Shasta,Far North,6,04/15/2020 - 04/15/2028,2020-04-15,2028-04-15,True,2026-07-15,True,2922,2282,0.7809719370294319,0,4,0.1811926605504587,0.2320091823525155,Far Off Track,2026-07-15 12:00:00
Above Moderate,97,69,1.41,97.0,1.4057971014492754,Met,Angels Camp,City,Calaveras,South San Joaquin Valley,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3478388278388278,0.3478388278388278,Behind,2026-07-15 12:00:00
Low,2,25,0.08,2.0,0.08,Behind,Angels Camp,City,Calaveras,South San Joaquin Valley,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3478388278388278,0.3478388278388278,Behind,2026-07-15 12:00:00
Moderate,8,28,0.29,8.0,0.2857142857142857,Behind,Angels Camp,City,Calaveras,South San Joaquin Valley,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3478388278388278,0.3478388278388278,Behind,2026-07-15 12:00:00
Total,108,161,0.6708074534161491,108.0,0.6708074534161491,Behind,Angels Camp,City,Calaveras,South San Joaquin Valley,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3478388278388278,0.3478388278388278,Behind,2026-07-15 12:00:00
Very Low,1,39,0.03,1.0,0.02564102564102564,Behind,Angels Camp,City,Calaveras,South San Joaquin Valley,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3478388278388278,0.3478388278388278,Behind,2026-07-15 12:00:00
Above Moderate,11,107,0.1,12.42442984151527,0.11611616674313337,Far Off Track,Angels Camp,City,Calaveras,South San Joaquin Valley,6,06/15/2019 - 06/15/2027,2019-06-15,2027-06-15,True,2026-07-15,True,2922,2587,0.8853524982888432,0,4,0.02570093457943925,0.029029041685783342,Far Off Track,2026-07-15 12:00:00
Low,0,42,0.0,0.0,0.0,Far Off Track,Angels Camp,City,Calaveras,South San Joaquin Valley,6,06/15/2019 - 06/15/2027,2019-06-15,2027-06-15,True,2026-07-15,True,2922,2587,0.8853524982888432,0,4,0.02570093457943925,0.029029041685783342,Far Off Track,2026-07-15 12:00:00
Moderate,0,38,0.0,0.0,0.0,Far Off Track,Angels Camp,City,Calaveras,South San Joaquin Valley,6,06/15/2019 - 06/15/2027,2019-06-15,2027-06-15,True,2026-07-15,True,2922,2587,0.8853524982888432,0,4,0.02570093457943925,0.029029041685783342,Far Off Track,2026-07-15 12:00:00
Total,11,244,0.045081967213114756,12.42442984151527,0.05091979443243963,Far Off Track,Angels Camp,City,Calaveras,South San Joaquin Valley,6,06/15/2019 - 06/15/2027,2019-06-15,2027-06-15,True,2026-07-15,True,2922,2587,0.8853524982888432,0,4,0.02570093457943925,0.029029041685783342,Far Off Track,2026-07-15 12:00:00
Very Low,0,57,0.0,0.0,0.0,Far Off Track,Angels Camp,City,Calaveras,South San Joaquin Valley,6,06/15/2019 - 06/15/2027,2019-06-15,2027-06-15,True,2026-07-15,True,2922,2587,0.8853524982888432,0,4,0.02570093457943925,0.029029041685783342,Far Off Track,2026-07-15 12:00:00
Above Moderate,1939,680,2.85,1939.0,2.851470588235294,Met,Antioch,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.7557574378062822,0.7557574378062822,Behind,2026-07-15 12:00:00
Low,319,205,1.56,319.0,1.5560975609756098,Met,Antioch,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.7557574378062822,0.7557574378062822,Behind,2026-07-15 12:00:00
Moderate,92,214,0.43,92.0,0.42990654205607476,Behind,Antioch,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.7557574378062822,0.7557574378062822,Behind,2026-07-15 12:00:00
Total,2557,1448,1.7658839779005524,2557.0,1.7658839779005524,Met,Antioch,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.7557574378062822,0.7557574378062822,Behind,2026-07-15 12:00:00
Very Low,207,349,0.59,207.0,0.5931232091690545,Behind,Antioch,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.7557574378062822,0.7557574378062822,Behind,2026-07-15 12:00:00
Above Moderate,797,1275,0.63,1846.8152260111024,1.4484825302047861,On Track,Antioch,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.21010037386785546,0.37472575320762475,Far Off Track,2026-07-15 12:00:00
Low,40,456,0.09,92.6883425852498,0.20326390917817938,Far Off Track,Antioch,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.21010037386785546,0.37472575320762475,Far Off Track,2026-07-15 12:00:00
Moderate,38,493,0.08,88.05392545598731,0.17860836806488298,Far Off Track,Antioch,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.21010037386785546,0.37472575320762475,Far Off Track,2026-07-15 12:00:00
Total,915,3016,0.30338196286472147,2120.245836637589,0.7029992827047709,Nearly On Track,Antioch,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.21010037386785546,0.37472575320762475,Far Off Track,2026-07-15 12:00:00
Very Low,40,792,0.05,92.6883425852498,0.11703073558743661,Far Off Track,Antioch,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.21010037386785546,0.37472575320762475,Far Off Track,2026-07-15 12:00:00
Above Moderate,113,1407,0.08,113.0,0.08031272210376687,Behind,Apple Valley,City,San Bernardino,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.23103565451122193,0.23103565451122193,Behind,2026-07-15 12:00:00
Low,7,541,0.01,7.0,0.012939001848428836,Behind,Apple Valley,City,San Bernardino,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.23103565451122193,0.23103565451122193,Behind,2026-07-15 12:00:00
Moderate,516,622,0.83,516.0,0.8295819935691319,Behind,Apple Valley,City,San Bernardino,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.23103565451122193,0.23103565451122193,Behind,2026-07-15 12:00:00
Total,637,3334,0.1910617876424715,637.0,0.1910617876424715,Behind,Apple Valley,City,San Bernardino,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.23103565451122193,0.23103565451122193,Behind,2026-07-15 12:00:00
Very Low,1,764,0.0,1.0,0.0013089005235602095,Behind,Apple Valley,City,San Bernardino,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.23103565451122193,0.23103565451122193,Behind,2026-07-15 12:00:00
Above Moderate,126,1857,0.07,212.32525951557093,0.11433778110693103,Far Off Track,Apple Valley,City,San Bernardino,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.07135827030755319,0.12024732747328166,Far Off Track,2026-07-15 12:00:00
Low,6,600,0.01,10.110726643598616,0.01685121107266436,Far Off Track,Apple Valley,City,San Bernardino,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.07135827030755319,0.12024732747328166,Far Off Track,2026-07-15 12:00:00
Moderate,153,747,0.2,257.8235294117647,0.3451452870304748,Far Off Track,Apple Valley,City,San Bernardino,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.07135827030755319,0.12024732747328166,Far Off Track,2026-07-15 12:00:00
Total,288,4290,0.06713286713286713,485.3148788927336,0.11312701139690759,Far Off Track,Apple Valley,City,San Bernardino,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.07135827030755319,0.12024732747328166,Far Off Track,2026-07-15 12:00:00
Very Low,3,1086,0.0,5.055363321799308,0.004655030683056453,Far Off Track,Apple Valley,City,San Bernardino,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.07135827030755319,0.12024732747328166,Far Off Track,2026-07-15 12:00:00
