Geographic Level,Location,Date,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More
Metro,Redding,2017-02,21,21,0,0,0
Metro,Sacramento,2017-02,447,443,4,0,0
Metro,Salinas,2017-02,22,16,0,6,0
Metro,San Diego,2017-02,429,271,8,31,119
Metro,San Francisco,2017-02,1017,319,4,18,676
Metro,San Jose,2017-02,501,60,0,3,438
Metro,San Luis Obispo,2017-02,27,27,0,0,0
Metro,Santa Barbara,2017-02,15,9,0,6,0
Metro,Santa Cruz,2017-02,13,8,0,0,5
Metro,Santa Rosa,2017-02,51,51,0,0,0
Metro,Stockton,2017-02,100,85,0,0,15
Metro,Vallejo,2017-02,65,65,0,0,0
Metro,Ventura,2017-02,91,40,0,4,47
Metro,Visalia,2017-02,75,73,2,0,0
State,Alabama,2017-02,1113,1022,12,11,68
State,Alaska,2017-02,93,71,8,7,7
State,Arizona,2017-02,2304,1989,34,27,254
State,Arkansas,2017-02,822,576,56,19,171
State,California,2017-02,6298,3896,118,228,2056
State,Colorado,2017-02,2948,1735,36,22,1155
State,Connecticut,2017-02,175,118,8,0,49
State,Delaware,2017-02,443,343,24,3,73
State,Florida,2017-02,8368,6105,96,101,2066
State,Georgia,2017-02,3968,3080,4,22,862
State,Hawaii,2017-02,200,194,6,0,0
State,Idaho,2017-02,837,668,6,128,35
State,Illinois,2017-02,1830,627,12,46,1145
State,Indiana,2017-02,1463,935,42,7,479
State,Iowa,2017-02,778,551,2,9,216
State,Kansas,2017-02,796,487,16,7,286
State,Kentucky,2017-02,839,548,16,64,211
State,Louisiana,2017-02,1152,1080,26,3,43
State,Maine,2017-02,241,210,8,0,23
State,Maryland,2017-02,1034,912,2,0,120
State,Massachusetts,2017-02,676,364,20,10,282
State,Michigan,2017-02,1733,910,54,14,755
State,Minnesota,2017-02,1433,689,0,42,702
State,Mississippi,2017-02,1036,596,422,4,14
State,Missouri,2017-02,1100,796,28,28,248
State,Montana,2017-02,211,149,18,44,0
State,Nebraska,2017-02,719,349,30,32,308
State,Nevada,2017-02,1092,961,4,12,115
State,New Hampshire,2017-02,236,111,16,0,109
State,New Jersey,2017-02,1796,708,60,32,996
State,New Mexico,2017-02,335,316,2,4,13
State,New York,2017-02,1686,467,82,25,1112
State,North Carolina,2017-02,4898,3295,12,7,1584
State,North Dakota,2017-02,171,50,0,4,117
State,Ohio,2017-02,1384,1037,6,20,321
State,Oklahoma,2017-02,954,811,12,19,112
State,Oregon,2017-02,1114,765,12,0,337
State,Pennsylvania,2017-02,1425,890,66,77,392
State,Rhode Island,2017-02,63,61,2,0,0
State,South Carolina,2017-02,2682,2351,14,0,317
State,South Dakota,2017-02,299,156,4,0,139
State,Tennessee,2017-02,2911,2209,24,8,670
State,Texas,2017-02,13247,9205,204,77,3761
State,Utah,2017-02,1396,1157,8,44,187
State,Vermont,2017-02,56,39,4,3,10
State,Virginia,2017-02,1890,1727,2,21,140
State,Washington,2017-02,2973,1639,42,57,1235
State,West Virginia,2017-02,167,154,2,0,11
State,Wisconsin,2017-02,1031,559,22,3,447
State,Wyoming,2017-02,111,95,8,8,0
Metro,Bakersfield,2017-03,179,172,0,0,7
Metro,Chico,2017-03,199,26,0,0,173
Metro,El Centro,2017-03,6,6,0,0,0
Metro,Fresno,2017-03,171,152,0,0,19
Metro,Inland Empire,2017-03,1623,904,14,0,705
Metro,Los Angeles,2017-03,3570,1085,76,58,2351
Metro,Madera,2017-03,3,3,0,0,0
Metro,Merced,2017-03,17,17,0,0,0
Metro,Modesto,2017-03,5,5,0,0,0
Metro,Redding,2017-03,13,13,0,0,0
Metro,Sacramento,2017-03,746,611,16,0,119
Metro,Salinas,2017-03,34,25,0,4,5
Metro,San Diego,2017-03,772,231,2,49,490
Metro,San Francisco,2017-03,1003,403,12,0,588
Metro,San Jose,2017-03,641,245,0,0,396
Metro,San Luis Obispo,2017-03,31,31,0,0,0
Metro,Santa Barbara,2017-03,27,11,0,0,16
Metro,Santa Cruz,2017-03,23,10,0,3,10
Metro,Santa Rosa,2017-03,38,38,0,0,0
Metro,Stockton,2017-03,146,146,0,0,0
Metro,Vallejo,2017-03,70,70,0,0,0
Metro,Ventura,2017-03,114,71,0,4,39
Metro,Visalia,2017-03,103,103,0,0,0
State,Alabama,2017-03,1393,1232,30,11,120
State,Alaska,2017-03,105,88,0,3,14
State,Arizona,2017-03,3595,2627,12,28,928
State,Arkansas,2017-03,785,660,76,20,29
State,California,2017-03,10161,5005,120,118,4918
State,Colorado,2017-03,3471,2193,6,23,1249
State,Connecticut,2017-03,398,218,14,4,162
State,Delaware,2017-03,626,497,22,7,100
State,Florida,2017-03,9590,7840,112,61,1577
State,Georgia,2017-03,5152,4008,10,8,1126
State,Hawaii,2017-03,303,257,6,0,40
State,Idaho,2017-03,1027,860,4,45,118
State,Illinois,2017-03,1667,958,18,98,593
State,Indiana,2017-03,1478,1426,18,11,23
State,Iowa,2017-03,1378,890,8,9,471
State,Kansas,2017-03,612,497,36,10,69
State,Kentucky,2017-03,1051,852,28,37,134
State,Louisiana,2017-03,1483,1367,58,3,55
State,Maine,2017-03,315,260,6,11,38
State,Maryland,2017-03,1710,1259,4,0,447
State,Massachusetts,2017-03,2009,746,38,12,1213
State,Michigan,2017-03,2167,1562,56,23,526
State,Minnesota,2017-03,2441,1260,22,68,1091
State,Mississippi,2017-03,667,632,4,4,27
State,Missouri,2017-03,1404,1063,62,66,213
State,Montana,2017-03,511,240,24,138,109
State,Nebraska,2017-03,837,598,8,6,225
State,Nevada,2017-03,1437,1199,0,34,204
State,New Hampshire,2017-03,239,170,4,7,58
State,New Jersey,2017-03,1685,729,84,16,856
State,New Mexico,2017-03,396,373,2,0,21
State,New York,2017-03,3310,857,106,64,2283
State,North Carolina,2017-03,6641,4711,10,0,1920
State,North Dakota,2017-03,138,138,0,0,0
State,Ohio,2017-03,1757,1462,30,76,189
State,Oklahoma,2017-03,982,965,14,3,0
State,Oregon,2017-03,1541,960,34,0,547
State,Pennsylvania,2017-03,2519,1386,38,34,1061
State,Rhode Island,2017-03,105,103,2,0,0
State,South Carolina,2017-03,2975,2748,8,0,219
State,South Dakota,2017-03,466,306,10,38,112
State,Tennessee,2017-03,3919,2738,18,233,930
State,Texas,2017-03,16550,11873,220,71,4386
State,Utah,2017-03,2554,1671,6,42,835
State,Vermont,2017-03,240,110,6,3,121
State,Virginia,2017-03,3072,2226,14,32,800
State,Washington,2017-03,3390,1859,54,72,1405
State,West Virginia,2017-03,302,187,28,4,83
State,Wisconsin,2017-03,1508,1020,72,13,403
State,Wyoming,2017-03,160,141,4,7,8
Metro,Bakersfield,2017-04,157,147,10,0,0
Metro,Chico,2017-04,10,10,0,0,0
Metro,El Centro,2017-04,17,17,0,0,0
Metro,Fresno,2017-04,145,81,0,0,64
Metro,Inland Empire,2017-04,1713,888,0,7,818
Metro,Los Angeles,2017-04,3212,1031,2,39,2040
Metro,Madera,2017-04,17,17,0,0,0
Metro,Merced,2017-04,5,5,0,0,0
Metro,Modesto,2017-04,0,0,0,0,0
Metro,Redding,2017-04,12,12,0,0,0
Metro,Sacramento,2017-04,730,613,4,0,113
Metro,Salinas,2017-04,23,18,0,0,5
Metro,San Diego,2017-04,522,335,26,79,82
Metro,San Francisco,2017-04,1444,390,6,19,1029
Metro,San Jose,2017-04,346,180,0,6,160
Metro,San Luis Obispo,2017-04,44,31,0,0,13
Metro,Santa Barbara,2017-04,41,23,0,18,0
Metro,Santa Cruz,2017-04,21,11,0,0,10
Metro,Santa Rosa,2017-04,49,49,0,0,0
Metro,Stockton,2017-04,126,126,0,0,0
Metro,Vallejo,2017-04,60,60,0,0,0
Metro,Ventura,2017-04,197,91,0,22,84
Metro,Visalia,2017-04,80,80,0,0,0
State,Alabama,2017-04,1035,974,2,3,56
State,Alaska,2017-04,182,110,14,7,51
State,Arizona,2017-04,3255,2382,16,16,841
State,Arkansas,2017-04,1065,578,24,40,423
State,California,2017-04,9622,4866,148,190,4418
State,Colorado,2017-04,3986,2113,10,3,1860
State,Connecticut,2017-04,253,195,16,0,42
State,Delaware,2017-04,565,388,20,3,154
State,Florida,2017-04,10962,6980,90,98,3794
State,Georgia,2017-04,3524,3275,2,12,235
State,Hawaii,2017-04,186,186,0,0,0
State,Idaho,2017-04,1178,917,14,16,231
State,Illinois,2017-04,2859,911,30,63,1855
State,Indiana,2017-04,1792,1308,32,6,446
State,Iowa,2017-04,1065,716,18,6,325
State,Kansas,2017-04,701,550,38,3,110
State,Kentucky,2017-04,933,729,32,31,141
State,Louisiana,2017-04,1178,1138,10,4,26
State,Maine,2017-04,495,406,10,0,79
State,Maryland,2017-04,1380,955,0,4,421
State,Massachusetts,2017-04,876,540,64,25,247
State,Michigan,2017-04,2085,1539,28,39,479
State,Minnesota,2017-04,1973,1377,0,128,468
State,Mississippi,2017-04,760,716,4,23,17
State,Missouri,2017-04,1373,923,34,52,364
State,Montana,2017-04,392,255,20,32,85
State,Nebraska,2017-04,588,462,12,0,114
State,Nevada,2017-04,1771,1093,2,21,655
State,New Hampshire,2017-04,311,225,28,30,28
State,New Jersey,2017-04,1583,712,68,12,791
State,New Mexico,2017-04,386,346,2,0,38
State,New York,2017-04,4168,1035,126,52,2955
State,North Carolina,2017-04,3877,3619,10,4,244
State,North Dakota,2017-04,416,262,0,0,154
State,Ohio,2017-04,1761,1481,32,46,202
State,Oklahoma,2017-04,947,840,50,0,57
State,Oregon,2017-04,1071,894,20,0,157
State,Pennsylvania,2017-04,1777,1329,50,31,367
State,Rhode Island,2017-04,65,62,0,3,0
State,South Carolina,2017-04,2477,2250,4,0,223
State,South Dakota,2017-04,535,381,6,10,138
State,Tennessee,2017-04,2799,2137,32,4,626
State,Texas,2017-04,13677,10035,108,94,3440
State,Utah,2017-04,1910,1390,14,21,485
State,Vermont,2017-04,123,96,8,4,15
State,Virginia,2017-04,2421,1935,6,29,451
State,Washington,2017-04,3838,1974,58,55,1751
State,West Virginia,2017-04,245,175,2,3,65
State,Wisconsin,2017-04,1642,1266,50,12,314
State,Wyoming,2017-04,196,171,0,20,5
Metro,Bakersfield,2017-05,178,170,8,0,0
Metro,Chico,2017-05,22,22,0,0,0
Metro,El Centro,2017-05,30,30,0,0,0
Metro,Fresno,2017-05,199,143,2,0,54
Metro,Inland Empire,2017-05,1133,1030,0,0,103
Metro,Los Angeles,2017-05,2767,1113,8,63,1483
Metro,Madera,2017-05,26,26,0,0,0
Metro,Merced,2017-05,15,15,0,0,0
Metro,Modesto,2017-05,0,0,0,0,0
Metro,Redding,2017-05,5,5,0,0,0
Metro,Sacramento,2017-05,985,647,8,0,330
Metro,Salinas,2017-05,0,0,0,0,0
Metro,San Diego,2017-05,839,244,12,39,544
Metro,San Francisco,2017-05,1356,489,16,54,797
Metro,San Jose,2017-05,652,288,0,4,360
Metro,San Luis Obispo,2017-05,40,35,0,0,5
Metro,Santa Barbara,2017-05,103,11,0,0,92
Metro,Santa Cruz,2017-05,22,12,0,0,10
Metro,Santa Rosa,2017-05,55,55,0,0,0
Metro,Stockton,2017-05,135,135,0,0,0
Metro,Vallejo,2017-05,42,42,0,0,0
Metro,Ventura,2017-05,284,118,0,4,162
Metro,Visalia,2017-05,126,126,0,0,0
State,Alabama,2017-05,1278,1154,26,4,94
State,Alaska,2017-05,164,132,12,7,13
State,Arizona,2017-05,3716,2703,16,33,964
State,Arkansas,2017-05,698,625,26,13,34
State,California,2017-05,9599,5470,154,164,3811
State,Colorado,2017-05,2865,2285,20,10,550
State,Connecticut,2017-05,402,257,4,6,135
State,Delaware,2017-05,587,463,14,6,104
State,Florida,2017-05,10608,7889,112,81,2526
State,Georgia,2017-05,4158,3920,2,11,225
State,Hawaii,2017-05,382,260,4,8,110
State,Idaho,2017-05,1301,949,4,39,309
State,Illinois,2017-05,1493,1058,14,40,381
State,Indiana,2017-05,2016,1604,100,3,309
State,Iowa,2017-05,1149,673,20,0,456
State,Kansas,2017-05,774,550,20,0,204
State,Kentucky,2017-05,1403,850,48,37,468
State,Louisiana,2017-05,1335,1258,34,7,36
State,Maine,2017-05,365,343,4,0,18
State,Maryland,2017-05,1856,1191,24,0,641
State,Massachusetts,2017-05,1840,630,46,9,1155
State,Michigan,2017-05,2590,1657,46,37,850
State,Minnesota,2017-05,2215,1497,4,43,671
State,Mississippi,2017-05,675,643,4,6,22
State,Missouri,2017-05,1817,893,74,20,830
State,Montana,2017-05,410,239,44,19,108
State,Nebraska,2017-05,1010,517,24,0,469
State,Nevada,2017-05,1812,1315,2,6,489
State,New Hampshire,2017-05,296,247,6,6,37
State,New Jersey,2017-05,3008,770,76,144,2018
State,New Mexico,2017-05,451,405,2,0,44
State,New York,2017-05,2881,1044,122,113,1602
State,North Carolina,2017-05,5315,4658,54,0,603
State,North Dakota,2017-05,505,309,2,0,194
State,Ohio,2017-05,2030,1656,18,18,338
State,Oklahoma,2017-05,1352,1034,50,3,265
State,Oregon,2017-05,1798,1024,30,14,730
State,Pennsylvania,2017-05,2599,1726,40,153,680
State,Rhode Island,2017-05,113,98,10,0,5
State,South Carolina,2017-05,3086,2584,24,4,474
State,South Dakota,2017-05,414,345,6,0,63
State,Tennessee,2017-05,3711,2790,36,106,779
State,Texas,2017-05,15578,10785,110,109,4574
State,Utah,2017-05,1974,1561,8,26,379
State,Vermont,2017-05,180,113,6,6,55
State,Virginia,2017-05,2510,2146,8,20,336
State,Washington,2017-05,3947,2345,70,39,1493
State,West Virginia,2017-05,268,216,2,0,50
State,Wisconsin,2017-05,1958,1256,56,3,643
State,Wyoming,2017-05,186,170,2,6,8
Metro,Bakersfield,2017-06,221,207,14,0,0
Metro,Chico,2017-06,81,30,0,0,51
Metro,El Centro,2017-06,2,2,0,0,0
Metro,Fresno,2017-06,356,180,4,0,172
Metro,Inland Empire,2017-06,2076,1681,58,83,254
Metro,Los Angeles,2017-06,2620,956,46,43,1475
Metro,Madera,2017-06,42,42,0,0,0
Metro,Merced,2017-06,18,18,0,0,0
Metro,Modesto,2017-06,0,0,0,0,0
Metro,Redding,2017-06,10,10,0,0,0
Metro,Sacramento,2017-06,1304,677,4,0,623
Metro,Salinas,2017-06,22,22,0,0,0
Metro,San Diego,2017-06,2165,538,10,82,1535
Metro,San Francisco,2017-06,2358,587,4,34,1733
Metro,San Jose,2017-06,1283,231,8,7,1037
Metro,San Luis Obispo,2017-06,55,38,0,0,17
Metro,Santa Barbara,2017-06,12,12,0,0,0
Metro,Santa Cruz,2017-06,22,13,0,3,6
Metro,Santa Rosa,2017-06,90,90,0,0,0
Metro,Stockton,2017-06,211,211,0,0,0
Metro,Vallejo,2017-06,124,124,0,0,0
Metro,Ventura,2017-06,104,47,0,4,53
Metro,Visalia,2017-06,135,135,0,0,0
State,Alabama,2017-06,1343,994,2,6,341
State,Alaska,2017-06,185,138,18,9,20
State,Arizona,2017-06,3399,2532,32,28,807
State,Arkansas,2017-06,1072,652,34,10,376
State,California,2017-06,14218,6758,248,256,6956
State,Colorado,2017-06,4640,2271,22,207,2140
State,Connecticut,2017-06,360,236,2,6,116
State,Delaware,2017-06,726,501,28,42,155
State,Florida,2017-06,12365,8248,130,81,3906
State,Georgia,2017-06,4704,3845,8,15,836
State,Hawaii,2017-06,358,306,8,4,40
State,Idaho,2017-06,1387,1077,6,24,280
State,Illinois,2017-06,3489,1125,16,64,2284
State,Indiana,2017-06,2355,1627,36,17,675
State,Iowa,2017-06,1213,750,14,4,445
State,Kansas,2017-06,825,667,18,9,131
State,Kentucky,2017-06,1240,870,26,23,321
State,Louisiana,2017-06,1313,1229,32,4,48
State,Maine,2017-06,489,363,10,0,116
State,Maryland,2017-06,1565,1327,4,30,204
State,Massachusetts,2017-06,1863,1166,40,49,608
State,Michigan,2017-06,2843,1825,74,26,918
State,Minnesota,2017-06,2566,1677,6,43,840
State,Mississippi,2017-06,606,574,4,8,20
State,Missouri,2017-06,1375,1044,76,3,252
State,Montana,2017-06,829,307,24,75,423
State,Nebraska,2017-06,744,599,6,0,139
State,Nevada,2017-06,1818,1239,18,4,557
State,New Hampshire,2017-06,263,221,28,3,11
State,New Jersey,2017-06,2174,907,64,44,1159
State,New Mexico,2017-06,598,390,2,0,206
State,New York,2017-06,3222,1061,150,110,1901
State,North Carolina,2017-06,5410,4379,30,4,997
State,North Dakota,2017-06,337,251,2,31,53
State,Ohio,2017-06,3086,1634,46,105,1301
State,Oklahoma,2017-06,1026,897,24,3,102
State,Oregon,2017-06,1873,915,50,10,898
State,Pennsylvania,2017-06,2288,1691,46,113,438
State,Rhode Island,2017-06,109,99,4,6,0
State,South Carolina,2017-06,3110,2626,4,0,480
State,South Dakota,2017-06,539,378,16,4,141
State,Tennessee,2017-06,4173,2829,42,11,1291
State,Texas,2017-06,17188,11398,214,166,5410
State,Utah,2017-06,2198,1913,10,20,255
State,Vermont,2017-06,213,106,6,4,97
State,Virginia,2017-06,3445,2270,8,13,1154
State,Washington,2017-06,3955,2257,70,63,1565
State,West Virginia,2017-06,251,230,6,0,15
State,Wisconsin,2017-06,1951,1242,54,9,646
State,Wyoming,2017-06,189,142,2,40,5
Metro,Bakersfield,2017-07,170,162,8,0,0
Metro,Chico,2017-07,16,16,0,0,0
Metro,El Centro,2017-07,2,2,0,0,0
Metro,Fresno,2017-07,365,197,0,0,168
Metro,Inland Empire,2017-07,1104,727,76,31,270
Metro,Los Angeles,2017-07,1963,597,88,49,1229
Metro,Madera,2017-07,41,41,0,0,0
Metro,Merced,2017-07,2,2,0,0,0
Metro,Modesto,2017-07,2,2,0,0,0
Metro,Redding,2017-07,11,11,0,0,0
Metro,Sacramento,2017-07,542,520,6,0,16
Metro,Salinas,2017-07,20,16,0,4,0
Metro,San Diego,2017-07,1017,557,18,18,424
Metro,San Francisco,2017-07,1407,324,6,4,1073
Metro,San Jose,2017-07,325,200,0,7,118
Metro,San Luis Obispo,2017-07,40,30,0,0,10
Metro,Santa Barbara,2017-07,51,24,0,6,21
Metro,Santa Cruz,2017-07,25,11,0,4,10
Metro,Santa Rosa,2017-07,48,46,2,0,0
Metro,Stockton,2017-07,130,130,0,0,0
Metro,Vallejo,2017-07,16,16,0,0,0
Metro,Ventura,2017-07,388,195,0,4,189
Metro,Visalia,2017-07,153,109,0,0,44
State,Alabama,2017-07,1159,985,6,7,161
State,Alaska,2017-07,119,94,4,3,18
State,Arizona,2017-07,2487,2377,26,7,77
State,Arkansas,2017-07,1087,594,72,400,21
State,California,2017-07,7950,4204,204,127,3415
State,Colorado,2017-07,3089,2025,4,3,1057
State,Connecticut,2017-07,430,272,6,3,149
State,Delaware,2017-07,608,481,28,0,99
State,Florida,2017-07,9896,7212,114,78,2492
State,Georgia,2017-07,4311,3138,4,26,1143
State,Hawaii,2017-07,276,177,10,0,89
State,Idaho,2017-07,928,845,2,9,72
State,Illinois,2017-07,1419,1044,18,63,294
State,Indiana,2017-07,1551,1310,54,11,176
State,Iowa,2017-07,915,602,16,7,290
State,Kansas,2017-07,607,449,22,12,124
State,Kentucky,2017-07,939,687,30,52,170
State,Louisiana,2017-07,1137,1061,34,9,33
State,Maine,2017-07,412,370,26,4,12
State,Maryland,2017-07,1428,962,14,0,452
State,Massachusetts,2017-07,1970,642,24,16,1288
State,Michigan,2017-07,2113,1407,28,14,664
State,Minnesota,2017-07,1590,1356,2,46,186
State,Mississippi,2017-07,665,639,2,8,16
State,Missouri,2017-07,1133,852,24,34,223
State,Montana,2017-07,383,228,34,25,96
State,Nebraska,2017-07,1104,479,4,3,618
State,Nevada,2017-07,1576,1198,8,24,346
State,New Hampshire,2017-07,352,251,30,0,71
State,New Jersey,2017-07,2462,839,40,17,1566
State,New Mexico,2017-07,424,251,0,3,170
State,New York,2017-07,2990,915,116,70,1889
State,North Carolina,2017-07,6242,4042,114,0,2086
State,North Dakota,2017-07,309,227,0,0,82
State,Ohio,2017-07,1929,1479,30,26,394
State,Oklahoma,2017-07,773,721,22,11,19
State,Oregon,2017-07,1800,850,32,3,915
State,Pennsylvania,2017-07,1812,1496,12,9,295
State,Rhode Island,2017-07,106,102,4,0,0
State,South Carolina,2017-07,3162,2236,20,24,882
State,South Dakota,2017-07,362,226,10,20,106
State,Tennessee,2017-07,3192,2368,78,95,651
State,Texas,2017-07,12493,9984,158,117,2234
State,Utah,2017-07,2421,1580,30,42,769
State,Vermont,2017-07,139,109,4,0,26
State,Virginia,2017-07,2669,2204,20,47,398
State,Washington,2017-07,3593,2101,76,57,1359
State,West Virginia,2017-07,204,186,2,4,12
State,Wisconsin,2017-07,1694,1106,42,10,536
State,Wyoming,2017-07,140,124,4,12,0
Metro,Bakersfield,2017-08,186,174,12,0,0
Metro,Chico,2017-08,24,18,6,0,0
Metro,El Centro,2017-08,15,15,0,0,0
Metro,Fresno,2017-08,244,226,0,18,0
Metro,Inland Empire,2017-08,806,720,0,24,62
Metro,Los Angeles,2017-08,3387,815,26,50,2396
Metro,Madera,2017-08,42,42,0,0,0
Metro,Merced,2017-08,20,20,0,0,0
Metro,Modesto,2017-08,0,0,0,0,0
Metro,Redding,2017-08,9,9,0,0,0
Metro,Sacramento,2017-08,600,572,16,0,12
Metro,Salinas,2017-08,36,36,0,0,0
Metro,San Diego,2017-08,463,269,2,30,162
Metro,San Francisco,2017-08,1582,411,10,14,1147
Metro,San Jose,2017-08,515,296,2,7,210
Metro,San Luis Obispo,2017-08,54,34,0,3,17
Metro,Santa Barbara,2017-08,23,17,0,0,6
Metro,Santa Cruz,2017-08,25,12,0,3,10
Metro,Santa Rosa,2017-08,269,173,0,0,96
Metro,Stockton,2017-08,121,121,0,0,0
Metro,Vallejo,2017-08,20,20,0,0,0
Metro,Ventura,2017-08,192,35,0,4,153
Metro,Visalia,2017-08,89,89,0,0,0
State,Alabama,2017-08,1186,1083,12,3,88
State,Alaska,2017-08,171,108,20,4,39
State,Arizona,2017-08,3941,2594,44,44,1259
State,Arkansas,2017-08,917,732,36,4,145
State,California,2017-08,9654,5160,174,153,4167
State,Colorado,2017-08,4476,2624,14,113,1725
State,Connecticut,2017-08,489,354,10,0,125
State,Delaware,2017-08,651,465,14,3,169
State,Florida,2017-08,10803,8138,78,68,2519
State,Georgia,2017-08,4901,3664,2,38,1197
State,Hawaii,2017-08,265,220,32,0,13
State,Idaho,2017-08,1688,1114,2,16,556
State,Illinois,2017-08,2175,1140,34,97,904
State,Indiana,2017-08,1685,1502,32,0,151
State,Iowa,2017-08,1574,769,14,27,764
State,Kansas,2017-08,1079,482,44,30,523
State,Kentucky,2017-08,1184,783,46,20,335
State,Louisiana,2017-08,1262,1202,10,11,39
State,Maine,2017-08,505,456,6,0,43
State,Maryland,2017-08,1567,1179,0,0,388
State,Massachusetts,2017-08,1237,700,32,45,460
State,Michigan,2017-08,2204,1720,60,102,322
State,Minnesota,2017-08,2313,1504,6,15,788
State,Mississippi,2017-08,645,630,0,0,15
State,Missouri,2017-08,1956,966,18,145,827
State,Montana,2017-08,357,258,30,39,30
State,Nebraska,2017-08,821,555,14,12,240
State,Nevada,2017-08,1932,1145,16,9,762
State,New Hampshire,2017-08,302,241,6,3,52
State,New Jersey,2017-08,2311,991,78,132,1110
State,New Mexico,2017-08,430,359,0,0,71
State,New York,2017-08,3324,1068,182,90,1984
State,North Carolina,2017-08,6730,4142,18,36,2534
State,North Dakota,2017-08,314,196,2,3,113
State,Ohio,2017-08,2890,1590,44,38,1218
State,Oklahoma,2017-08,839,782,48,4,5
State,Oregon,2017-08,2692,942,78,12,1660
State,Pennsylvania,2017-08,1658,1484,46,43,85
State,Rhode Island,2017-08,164,154,6,4,0
State,South Carolina,2017-08,3184,2814,14,18,338
State,South Dakota,2017-08,435,333,6,7,89
State,Tennessee,2017-08,4197,2737,44,6,1410
State,Texas,2017-08,15857,9468,142,66,6181
State,Utah,2017-08,2594,1911,28,78,577
State,Vermont,2017-08,142,118,4,4,16
State,Virginia,2017-08,2786,2148,10,55,573
State,Washington,2017-08,4799,2269,94,52,2384
State,West Virginia,2017-08,275,260,2,0,13
State,Wisconsin,2017-08,1400,1131,68,6,195
State,Wyoming,2017-08,187,149,0,3,35
Metro,Bakersfield,2017-09,155,145,10,0,0
Metro,Chico,2017-09,73,27,0,0,46
Metro,El Centro,2017-09,2,2,0,0,0
Metro,Fresno,2017-09,172,138,0,0,34
Metro,Inland Empire,2017-09,765,716,0,8,41
Metro,Los Angeles,2017-09,3191,769,8,46,2268
Metro,Madera,2017-09,39,39,0,0,0
Metro,Merced,2017-09,35,31,4,0,0
Metro,Modesto,2017-09,6,6,0,0,0
Metro,Redding,2017-09,10,10,0,0,0
Metro,Sacramento,2017-09,759,519,18,0,222
Metro,Salinas,2017-09,99,22,2,0,75
Metro,San Diego,2017-09,633,264,22,57,290
Metro,San Francisco,2017-09,906,346,14,29,517
Metro,San Jose,2017-09,443,255,0,8,180
Metro,San Luis Obispo,2017-09,41,29,0,3,9
Metro,Santa Barbara,2017-09,17,17,0,0,0
Metro,Santa Cruz,2017-09,18,10,0,3,5
Metro,Santa Rosa,2017-09,56,56,0,0,0
Metro,Stockton,2017-09,158,158,0,0,0
Metro,Vallejo,2017-09,33,33,0,0,0
Metro,Ventura,2017-09,107,67,0,4,36
Metro,Visalia,2017-09,88,84,4,0,0
State,Alabama,2017-09,1374,929,6,7,432
State,Alaska,2017-09,122,93,8,7,14
State,Arizona,2017-09,3108,2164,50,7,887
State,Arkansas,2017-09,1035,740,18,97,180
State,California,2017-09,8910,4701,218,268,3723
State,Colorado,2017-09,3016,1974,14,40,988
State,Connecticut,2017-09,434,212,8,10,204
State,Delaware,2017-09,479,419,10,4,46
State,Florida,2017-09,7966,5566,74,60,2266
