Geographic Level,Location,Year,Total Population,Percent Change in Population,Numeric Change in Population,Births,Deaths,Natural Increase,Net Migration,Net Foreign Immigration,Net Domestic Migration,Crude Birth Rate,Crude Death Rate,Crude Migration Rate,Crude Domestic Migration Rate,Crude Foreign Migration Rate,Source
State,AK,2011,722128.0,,,11716.0,3937.0,7779.0,422.0,1314.0,-892.0,16.224270489442315,5.451942037976647,0.5843839319345047,-1.2352380741364413,1.819622006070946,Census
State,AK,2012,730443.0,1.15,8315.0,11124.0,3940.0,7184.0,1029.0,2348.0,-1319.0,15.229114386748863,5.393986936694581,1.408734151740793,-1.805753494796993,3.2144876465377856,Census
State,AK,2013,737068.0,0.91,6625.0,11350.0,4039.0,7311.0,-701.0,2863.0,-3564.0,15.39885058095047,5.479820043740876,-0.9510655733256632,-4.835374755110791,3.884309181785127,Census
State,AK,2014,736283.0,-0.11,-785.0,11443.0,4024.0,7419.0,-8443.0,1198.0,-9641.0,15.541578441984944,5.465289840998638,-11.467058182791128,-13.094149939629192,1.6270917568380636,Census
State,AK,2015,737498.0,0.17,1215.0,11330.0,4350.0,6980.0,-5893.0,2273.0,-8166.0,15.362753526111256,5.89832108019276,-7.99053014381056,-11.07257240019634,3.08204225638578,Census
State,AK,2016,741456.0,0.54,3958.0,11246.0,4447.0,6799.0,-2882.0,2303.0,-5185.0,15.167454306122009,5.997658660797135,-3.886946764204484,-6.992997561554563,3.1060507973500786,Census
State,AK,2017,739700.0,-0.24,-1756.0,10803.0,4463.0,6340.0,-8141.0,2612.0,-10753.0,14.604569420035148,6.033527105583344,-11.00581316750034,-14.536974449100986,3.531161281600649,Census
State,AK,2018,735139.0,-0.62,-4561.0,10284.0,4664.0,5620.0,-10220.0,537.0,-10757.0,13.989191159767064,6.344378410069388,-13.902132793934207,-14.632606894750516,0.7304741008163081,Census
State,AK,2019,731545.0,-0.49,-3594.0,10031.0,4819.0,5212.0,-8823.0,659.0,-9482.0,13.712075128666042,6.587427977773069,-12.060775482027765,-12.961608650185566,0.900833168157803,Census
State,AK,2021,734923.0,0.46,3378.0,9453.0,5330.0,4123.0,-2075.0,873.0,-2948.0,12.862571997338497,7.252460461844302,-2.8234250390857274,-4.011304585650469,1.1878795465647423,Census
State,AK,2022,733276.0,-0.22,-1647.0,9356.0,6340.0,3016.0,-4846.0,2356.0,-7202.0,12.759179354022224,8.646130515658497,-6.608698498246227,-9.821676967472003,3.2129784692257757,Census
State,AK,2023,733406.0,0.02,130.0,9266.0,5581.0,3685.0,-3539.0,2004.0,-5543.0,12.6342026108322,7.609700493314754,-4.8254309345710285,-7.5578874456985625,2.7324565111275336,Census
State,AL,2011,4799069.0,,,59690.0,48833.0,10857.0,2772.0,4665.0,-1893.0,12.437829087266715,10.175515292653635,0.5776120326671694,-0.3944515071569089,0.9720635398240784,Census
State,AL,2012,4815588.0,0.34,16519.0,59067.0,48366.0,10701.0,5703.0,5817.0,-114.0,12.265791840996364,10.043633300855472,1.1842790537728725,-0.0236731215378059,1.2079521753106786,Census
State,AL,2013,4830081.0,0.3,14493.0,57929.0,50851.0,7078.0,7343.0,5046.0,2297.0,11.993380649310025,10.527980793696836,1.5202643599558685,0.4755613829250483,1.04470297703082,Census
State,AL,2014,4841799.0,0.24,11718.0,58903.0,49712.0,9191.0,2725.0,3684.0,-959.0,12.16551946910642,10.267258099726982,0.5628073366944807,-0.1980668755559658,0.7608742122504465,Census
State,AL,2015,4852347.0,0.22,10548.0,59647.0,51876.0,7771.0,3036.0,4580.0,-1544.0,12.292402006699026,10.690908956016544,0.6256766055683981,-0.3181965345841919,0.94387314015259,Census
State,AL,2016,4863525.0,0.23,11178.0,59389.0,51710.0,7679.0,3620.0,5777.0,-2157.0,12.211102029906291,10.632206064531385,0.7443161081725702,-0.4435054821348713,1.1878215903074416,Census
State,AL,2017,4874486.0,0.23,10961.0,58961.0,53195.0,5766.0,5309.0,3011.0,2298.0,12.095839438250517,10.912945487996067,1.089140475529112,0.4714343214853833,0.617706154043729,Census
State,AL,2018,4887681.0,0.27,13195.0,58271.0,53665.0,4606.0,8658.0,3379.0,5279.0,11.922013732074577,10.979644538995078,1.7713922001047122,1.0800623035750492,0.691329896529663,Census
State,AL,2019,4903185.0,0.32,15504.0,57313.0,53879.0,3434.0,12159.0,2772.0,9387.0,11.68893280592105,10.98857171410012,2.479816690579695,1.914469880292096,0.5653468102875987,Census
State,AL,2021,5050380.0,3.0,147195.0,57184.0,69135.0,-11951.0,29521.0,1806.0,27715.0,11.322712350357795,13.689068941346987,5.845302729695587,5.48770587559748,0.3575968540981075,Census
State,AL,2022,5073903.0,0.47,23523.0,58106.0,67208.0,-9102.0,32838.0,4374.0,28464.0,11.45193355095673,13.245818849907064,6.471940831348175,5.609882569690434,0.8620582616577416,Census
State,AL,2023,5108468.0,0.68,34565.0,58251.0,59813.0,-1562.0,36128.0,5384.0,30744.0,11.402831533837542,11.708598350816722,7.072178978120251,6.018242651221462,1.0539363268987885,Census
State,AR,2011,2940667.0,,,38453.0,29455.0,8998.0,9658.0,3662.0,5996.0,13.076285074100536,10.01643504687882,3.284288904524042,2.0389931944011344,1.2452957101229076,Census
State,AR,2012,2952164.0,0.39,11497.0,38594.0,29772.0,8822.0,2439.0,3732.0,-1293.0,13.07312195392939,10.0848055866815,0.8261736136610297,-0.4379837976480981,1.2641574113091276,Census
State,AR,2013,2959400.0,0.25,7236.0,37978.0,30994.0,6984.0,171.0,2321.0,-2150.0,12.83300669054538,10.473068865310536,0.0577819828343583,-0.7264986145840373,0.7842805974183956,Census
State,AR,2014,2967392.0,0.27,7992.0,38225.0,29967.0,8258.0,-271.0,3100.0,-3371.0,12.881681961803498,10.09876686329275,-0.0913259859162523,-1.1360143856962612,1.0446883997800087,Census
State,AR,2015,2978048.0,0.36,10656.0,38796.0,31318.0,7478.0,3197.0,3303.0,-106.0,13.027325281526691,10.516284492392332,1.0735219848706268,-0.035593784922204,1.1091157697928309,Census
State,AR,2016,2989918.0,0.4,11870.0,38612.0,31134.0,7478.0,4435.0,3366.0,1069.0,12.914066539617474,10.41299460386539,1.483318271604773,0.357534888916686,1.1257833826880872,Census
State,AR,2017,3001345.0,0.38,11427.0,37737.0,32340.0,5397.0,6020.0,2039.0,3981.0,12.57336294228088,10.775169132505592,2.0057674142759327,1.326405328277822,0.6793620859981109,Census
State,AR,2018,3009733.0,0.28,8388.0,37239.0,31743.0,5496.0,2882.0,588.0,2294.0,12.372858323313064,10.546782721258,0.957560022766139,0.7621938557340469,0.1953661670320922,Census
State,AR,2019,3017804.0,0.27,8071.0,36640.0,31322.0,5318.0,2783.0,268.0,2515.0,12.141278890212885,10.379070343865935,0.9221937541338008,0.8333874565743832,0.0888062975594173,Census
State,AR,2021,3028443.0,0.35,10639.0,34927.0,40180.0,-5253.0,19152.0,1346.0,17806.0,11.532989064017384,13.26754375102982,6.32404176007275,5.8795889504937024,0.4444528095790477,Census
State,AR,2022,3046404.0,0.59,17961.0,36298.0,40362.0,-4064.0,22056.0,3215.0,18841.0,11.91503162417066,13.249063485998574,7.240011502085737,6.18466887517217,1.0553426269135677,Census
State,AR,2023,3067732.0,0.7,21328.0,35566.0,36473.0,-907.0,22202.0,4096.0,18106.0,11.59358118636178,11.889239346852985,7.237268444570778,5.902080103477096,1.3351883410936811,Census
State,AZ,2011,6472643.0,,,86097.0,48174.0,37923.0,27551.0,16489.0,11062.0,13.301675992326471,7.442709261116363,4.25653013768873,1.7090391050456513,2.54749103264308,Census
State,AZ,2012,6554978.0,1.27,82335.0,85577.0,48754.0,36823.0,44944.0,15100.0,29844.0,13.055268835379769,7.437706121973255,6.8564684732732895,4.55287569233642,2.303592780936869,Census
State,AZ,2013,6632764.0,1.19,77786.0,86093.0,50612.0,35481.0,42047.0,17997.0,24050.0,12.979958279836278,7.63060467702454,6.339287814250589,3.625939351980562,2.713348462270028,Census
State,AZ,2014,6730413.0,1.47,97649.0,86129.0,50236.0,35893.0,61260.0,21312.0,39948.0,12.796985861045972,7.46402932479775,9.10196744241401,5.935445566267628,3.1665218761463825,Census
State,AZ,2015,6829676.0,1.47,99263.0,86764.0,52846.0,33918.0,65072.0,19511.0,45561.0,12.70397014441095,7.737702344884297,9.527831188478048,6.671033882134379,2.856797306343668,Census
State,AZ,2016,6941072.0,1.63,111396.0,84957.0,56032.0,28925.0,82382.0,20062.0,62320.0,12.23975201525067,8.072528278052728,11.868771855413687,8.978440217879891,2.890331637533799,Census
State,AZ,2017,7044008.0,1.48,102936.0,83021.0,56333.0,26688.0,76071.0,13385.0,62686.0,11.78604567172553,7.997293586265092,10.79939148280354,8.899194890181839,1.9001965926217008,Census
State,AZ,2018,7158024.0,1.62,114016.0,81767.0,60127.0,21640.0,92050.0,7937.0,84113.0,11.42312459416174,8.399943895130836,12.85969423963932,11.750868675489212,1.1088255641501064,Census
State,AZ,2019,7278717.0,1.69,120693.0,81942.0,60523.0,21419.0,98799.0,7782.0,91017.0,11.25775325514098,8.31506431696685,13.57368338403595,12.504538918053829,1.0691444659821228,Census
State,AZ,2021,7272487.0,-0.09,-6230.0,75693.0,80276.0,-4583.0,90300.0,8010.0,82290.0,10.40813135863976,11.038314678321184,12.416660215411866,11.31524882753314,1.101411387878727,Census
State,AZ,2022,7365684.0,1.28,93197.0,79137.0,79807.0,-670.0,92094.0,22296.0,69798.0,10.74401236870873,10.834974728755673,12.5031158002434,9.47610568142755,3.0270101188158494,Census
State,AZ,2023,7431344.0,0.89,65660.0,78494.0,70792.0,7702.0,57814.0,21635.0,36179.0,10.562557728453964,9.526136860304138,7.779750204000783,4.86843295102474,2.911317252976043,Census
County,Alameda,2011,1530915.0,,,19220.0,9076.0,10144.0,7814.0,9020.0,-1206.0,12.554583370076069,5.928480679854858,5.104137068354546,-0.7877641802451475,5.8919012485996936,Census
County,Alameda,2012,1553764.0,1.49,22849.0,18979.0,9207.0,9772.0,13106.0,9087.0,4019.0,12.214853735831182,5.925610324347842,8.435000424774934,2.586621906544366,5.848378518230568,Census
County,Alameda,2013,1579593.0,1.66,25829.0,19469.0,9620.0,9849.0,15902.0,10177.0,5725.0,12.325326840521576,6.090176393539349,10.067150208946227,3.6243513360720137,6.442798872874215,Census
County,Alameda,2014,1607792.0,1.79,28199.0,19496.0,9248.0,10248.0,17834.0,11514.0,6320.0,12.125946639863864,5.751987819319912,11.09223083582951,3.930856727735926,7.161374108093584,Census
County,Alameda,2015,1634538.0,1.66,26746.0,19489.0,9602.0,9887.0,16878.0,14029.0,2849.0,11.923246813472677,5.8744428089160365,10.325853543937187,1.743000162737116,8.582853381200069,Census
County,Alameda,2016,1650950.0,1.0,16412.0,19503.0,9569.0,9934.0,6554.0,12725.0,-6171.0,11.813198461491869,5.796056815772737,3.969835549229231,-3.7378479057512335,7.707683454980465,Census
County,Alameda,2017,1660196.0,0.56,9246.0,19594.0,9974.0,9620.0,-326.0,11386.0,-11712.0,11.802220942587502,6.007724389168508,-0.196362357215654,-7.054588735305952,6.858226378090298,Census
County,Alameda,2018,1666756.0,0.4,6560.0,18497.0,10330.0,8167.0,-1572.0,8473.0,-10045.0,11.097605168362977,6.197667805005652,-0.9431494471896306,-6.026676970114402,5.083527522924771,Census
County,Alameda,2019,1671329.0,0.27,4573.0,18628.0,10944.0,7684.0,-3086.0,8540.0,-11626.0,11.145621239145614,6.548082394310157,-1.8464347833370929,-6.956140891470201,5.109706108133109,Census
County,Alameda,2021,1644047.0,-1.63,-27282.0,16743.0,11819.0,4924.0,-39407.0,4234.0,-43641.0,10.18401542048372,7.1889672253895425,-23.969509387505344,-26.544861552011593,2.5753521645062456,Census
County,Alameda,2022,1628259.0,-0.96,-15788.0,16847.0,11100.0,5747.0,-22059.0,11409.0,-33468.0,10.346634042864189,6.817097279978185,-13.547598999913404,-20.554469528496387,7.006870528582983,Census
County,Alameda,2023,1622188.0,-0.37,-6071.0,16418.0,10571.0,5847.0,-11893.0,12740.0,-24633.0,10.120898440871217,6.516507334538291,-7.331456033456048,-15.185046369471355,7.8535903360153085,Census
County,Alpine,2011,1093.0,,,5.0,8.0,-3.0,-65.0,0.0,-65.0,4.574565416285453,7.319304666056725,-59.46935041171088,-59.46935041171088,0.0,Census
County,Alpine,2012,1110.0,1.56,17.0,5.0,6.0,-1.0,17.0,0.0,17.0,4.504504504504505,5.405405405405405,15.315315315315315,15.315315315315315,0.0,Census
County,Alpine,2013,1128.0,1.62,18.0,6.0,7.0,-1.0,18.0,1.0,17.0,5.319148936170213,6.205673758865249,15.957446808510635,15.070921985815602,0.8865248226950354,Census
County,Alpine,2014,1080.0,-4.26,-48.0,6.0,9.0,-3.0,-46.0,0.0,-46.0,5.555555555555555,8.333333333333334,-42.59259259259259,-42.59259259259259,0.0,Census
County,Alpine,2015,1077.0,-0.28,-3.0,5.0,12.0,-7.0,3.0,2.0,1.0,4.642525533890436,11.142061281337048,2.785515320334262,0.9285051067780872,1.8570102135561743,Census
County,Alpine,2016,1047.0,-2.79,-30.0,3.0,8.0,-5.0,-24.0,2.0,-26.0,2.865329512893983,7.640878701050621,-22.922636103151863,-24.83285577841452,1.9102196752626552,Census
County,Alpine,2017,1111.0,6.11,64.0,8.0,10.0,-2.0,67.0,1.0,66.0,7.200720072007201,9.000900090009,60.30603060306031,59.4059405940594,0.9000900090009001,Census
County,Alpine,2018,1089.0,-1.98,-22.0,8.0,9.0,-1.0,-22.0,1.0,-23.0,7.3461891643709825,8.264462809917356,-20.202020202020204,-21.12029384756657,0.9182736455463728,Census
County,Alpine,2019,1129.0,3.67,40.0,10.0,5.0,5.0,36.0,1.0,35.0,8.857395925597874,4.428697962798937,31.88662533215235,31.00088573959256,0.8857395925597874,Census
County,Alpine,2021,1229.0,8.86,100.0,10.0,27.0,-17.0,45.0,0.0,45.0,8.136696501220506,21.969080553295363,36.615134255492265,36.615134255492265,0.0,Census
County,Alpine,2022,1190.0,-3.17,-39.0,10.0,15.0,-5.0,-35.0,1.0,-36.0,8.403361344537815,12.605042016806722,-29.41176470588235,-30.252100840336134,0.8403361344537815,Census
County,Alpine,2023,1141.0,-4.12,-49.0,7.0,22.0,-15.0,-32.0,1.0,-33.0,6.134969325153374,19.281332164767747,-28.045574057843996,-28.921998247151624,0.8764241893076249,Census
County,Amador,2011,37543.0,,,264.0,441.0,-177.0,-166.0,13.0,-179.0,7.031936712569586,11.74653064486056,-4.42159656926724,-4.767866180113471,0.3462696108462297,Census
County,Amador,2012,37104.0,-1.17,-439.0,279.0,426.0,-147.0,-296.0,2.0,-298.0,7.519404915912031,11.481241914618373,-7.9775765416127635,-8.031479085812851,0.0539025442000862,Census
County,Amador,2013,36620.0,-1.3,-484.0,253.0,420.0,-167.0,-326.0,19.0,-345.0,6.908793009284544,11.469142545057348,-8.902239213544512,-9.421081376297106,0.5188421627525942,Census
County,Amador,2014,36726.0,0.29,106.0,287.0,425.0,-138.0,245.0,24.0,221.0,7.814627239557807,11.572183194467137,6.671023253281054,6.01753526112291,0.653487992158144,Census
County,Amador,2015,37031.0,0.83,305.0,307.0,439.0,-132.0,436.0,33.0,403.0,8.290351327266343,11.854932353973698,11.77391914882126,10.88277389214442,0.8911452566768383,Census
County,Amador,2016,37429.0,1.07,398.0,306.0,450.0,-144.0,541.0,27.0,514.0,8.175478906730076,12.022763098132463,14.45403296908814,13.732667183200192,0.7213657858879479,Census
County,Amador,2017,38529.0,2.94,1100.0,296.0,444.0,-148.0,1234.0,22.0,1212.0,7.6825248514106255,11.523787277115938,32.02782319811051,31.4568247294246,0.5709984686859249,Census
County,Amador,2018,39405.0,2.27,876.0,313.0,409.0,-96.0,969.0,17.0,952.0,7.943154422027661,10.379393477985028,24.590787971069663,24.15937063824388,0.4314173328257835,Census
County,Amador,2019,39752.0,0.88,347.0,307.0,427.0,-120.0,468.0,17.0,451.0,7.722881867578989,10.741597907023548,11.77299255383377,11.345341114912456,0.4276514389213121,Census
County,Amador,2021,41228.0,3.71,1476.0,320.0,513.0,-193.0,934.0,8.0,926.0,7.761715339089939,12.442999902978558,22.65450664596876,22.46046376249151,0.1940428834772485,Census
County,Amador,2022,41493.0,0.64,265.0,335.0,552.0,-217.0,470.0,19.0,451.0,8.073650977273275,13.303448774492082,11.327211818861013,10.869303255970888,0.45790856289012605,Census
County,Amador,2023,41811.0,0.77,318.0,331.0,553.0,-222.0,542.0,25.0,517.0,7.9165769773504575,13.226184496902729,12.963095836024014,12.365167061299658,0.5979287747243548,Census
Region,Bay Area,2011,7249233.0,,,87997.0,45542.0,42455.0,41723.0,37660.0,4063.0,12.138801442856094,6.282319798522134,5.755505444507026,0.5604730872907521,5.195032357216274,Census
Region,Bay Area,2012,7341531.0,1.27,92298.0,86105.0,45477.0,40628.0,52140.0,37233.0,14907.0,11.728480067713395,6.194484501938356,7.102060864416428,2.030502901915145,5.071557962501282,Census
Region,Bay Area,2013,7443373.0,1.39,101842.0,88002.0,46786.0,41216.0,60917.0,43020.0,17897.0,11.822865789474744,6.285591223226351,8.184058490686951,2.4044206840097897,5.779637806677161,Census
Region,Bay Area,2014,7544705.0,1.36,101332.0,87218.0,45975.0,41243.0,60433.0,48858.0,11575.0,11.560160403885904,6.093677618939375,8.009988462106868,1.5341885468020289,6.475799915304839,Census
Region,Bay Area,2015,7639343.0,1.25,94638.0,88145.0,47866.0,40279.0,54746.0,56982.0,-2236.0,11.538295897958765,6.265722065366092,7.166323072546946,-0.2926953273337772,7.459018399880723,Census
Region,Bay Area,2016,7698811.0,0.78,59468.0,87105.0,48300.0,38805.0,20825.0,51553.0,-30728.0,11.31408473334389,6.273696029166063,2.7049631430100054,-3.991265664269457,6.696228807279462,Census
Region,Bay Area,2017,7730789.0,0.42,31978.0,85977.0,49571.0,36406.0,-4281.0,45722.0,-50003.0,11.121374545340716,6.412152756982501,-0.5537597779476325,-6.468033211099152,5.91427343315152,Census
Region,Bay Area,2018,7741808.0,0.14,11019.0,83014.0,51493.0,31521.0,-20404.0,33421.0,-53825.0,10.722818235740284,6.651288691220449,-2.635560065555746,-6.952510318003237,4.31695025244749,Census
Region,Bay Area,2019,7739378.0,-0.03,-2430.0,82685.0,53593.0,29092.0,-31480.0,33769.0,-65249.0,10.683675096370791,6.924716689118945,-4.067510334809851,-8.430780871537738,4.363270536727887,Census
Region,Bay Area,2021,7574960.0,-2.12,-164418.0,75027.0,57459.0,17568.0,-183665.0,17342.0,-201007.0,9.904606756999376,7.585386589500143,-24.246332653901803,-26.53571768035739,2.289385026455585,Census
Region,Bay Area,2022,7522394.0,-0.69,-52566.0,75914.0,55118.0,20796.0,-74114.0,47535.0,-121649.0,10.091734094225854,7.3271886582914965,-9.85244856889974,-16.17158048355351,6.319131914653766,Census
Region,Bay Area,2023,7508799.0,-0.18,-13595.0,74026.0,52540.0,21486.0,-34991.0,53315.0,-88306.0,9.858567262221296,6.997124307096248,-4.65999955518852,-11.760336107012586,7.100336551824067,Census
County,Butte,2011,219975.0,,,2443.0,2179.0,264.0,-231.0,70.0,-301.0,11.105807478122514,9.905671098988522,-1.0501193317422437,-1.3683373110580748,0.3182179793158313,Census
County,Butte,2012,220869.0,0.41,894.0,2403.0,2247.0,156.0,763.0,134.0,629.0,10.879752251334502,10.173451231272836,3.454536399404172,2.847841933453767,0.606694465950405,Census
County,Butte,2013,221641.0,0.35,772.0,2321.0,2304.0,17.0,773.0,218.0,555.0,10.471889226271312,10.39518861582469,3.4876218750141,2.50404934105152,0.983572533962579,Census
County,Butte,2014,223516.0,0.85,1875.0,2503.0,2170.0,333.0,1551.0,316.0,1235.0,11.198303477156,9.708477245476834,6.939100556559709,5.525331519891193,1.4137690366685158,Census
County,Butte,2015,224631.0,0.5,1115.0,2475.0,2330.0,145.0,989.0,256.0,733.0,11.018069634200089,10.3725665647217,4.402776108373288,3.263129309845925,1.1396467985273628,Census
County,Butte,2016,226231.0,0.71,1600.0,2464.0,2403.0,61.0,1542.0,226.0,1316.0,10.89152238199009,10.621886478864525,6.816042010157759,5.817063090381071,0.9989789197766884,Census
County,Butte,2017,228696.0,1.09,2465.0,2443.0,2501.0,-58.0,2514.0,179.0,2335.0,10.682303144786092,10.93591492636513,10.992758946374224,10.210060517018226,0.782698429356001,Census
County,Butte,2018,230339.0,0.72,1643.0,2431.0,2568.0,-137.0,1783.0,99.0,1684.0,10.55400952509128,11.148785051597862,7.740764698987145,7.310963406110125,0.4298012928770204,Census
County,Butte,2019,219186.0,-4.84,-11153.0,2422.0,2527.0,-105.0,-11146.0,103.0,-11249.0,11.049975819623516,11.529021014115866,-50.851787979159255,-51.32170850328032,0.4699205241210661,Census
County,Butte,2021,206336.0,-5.86,-12850.0,2006.0,2501.0,-495.0,-3215.0,64.0,-3279.0,9.722006823821339,12.121006513647641,-15.581381823821339,-15.89155552109181,0.31017369727047145,Census
County,Butte,2022,207369.0,0.5,1033.0,2016.0,2500.0,-484.0,1487.0,198.0,1289.0,9.721800269085543,12.055803905116,7.170792162762997,6.21597249347781,0.9548196692851872,Census
County,Butte,2023,207172.0,-0.09,-197.0,1947.0,2388.0,-441.0,250.0,238.0,12.0,9.397988145116136,11.52665418106694,1.206726777749889,0.057922885331994675,1.1488038924178943,Census
State,CA,2011,37638369.0,,,509771.0,238388.0,271383.0,47853.0,99179.0,-51326.0,13.543918441311844,6.333643203296083,1.271388778828328,-1.3636616400673471,2.635050418895676,Census
State,CA,2012,37948800.0,0.82,310431.0,497451.0,239535.0,257916.0,56502.0,98297.0,-41795.0,13.108477738426512,6.31205729825449,1.4889008348090058,-1.1013523484273549,2.5902531832363604,Census
State,CA,2013,38260787.0,0.82,311987.0,499629.0,247704.0,251925.0,62836.0,116528.0,-53692.0,13.05851340695109,6.474095788986254,1.642308089480752,-1.4033166646572115,3.045624754137964,Census
State,CA,2014,38596972.0,0.88,336185.0,498914.0,244055.0,254859.0,84680.0,131001.0,-46321.0,12.926247167783009,6.323164418182857,2.193954489486896,-1.200120050868239,3.3940745403551347,Census
State,CA,2015,38918045.0,0.83,321073.0,500380.0,253798.0,246582.0,76932.0,156870.0,-79938.0,12.857274819431447,6.521345047008399,1.976769388082058,-2.0540086224783387,4.030778010560397,Census
State,CA,2016,39167117.0,0.64,249072.0,490358.0,260121.0,230237.0,19523.0,141892.0,-122369.0,12.519634774241872,6.641310873097961,0.4984538433094271,-3.124278971056256,3.6227328143656834,Census
State,CA,2017,39358497.0,0.49,191380.0,481943.0,265241.0,216702.0,-24732.0,112814.0,-137546.0,12.24495437414696,6.739103883971992,-0.6283776537503452,-3.4946964565237337,2.866318802773389,Census
State,CA,2018,39461588.0,0.26,103091.0,465017.0,277578.0,187439.0,-83981.0,71300.0,-155281.0,11.78404173699244,7.03413152050546,-2.1281708176569074,-3.934991161531563,1.806820343874656,Census
State,CA,2019,39512223.0,0.13,50635.0,462617.0,282520.0,180097.0,-129386.0,74028.0,-203414.0,11.708199763905968,7.150192486006166,-3.274581640218016,-5.148128466474792,1.8735468262567765,Census
State,CA,2021,39145060.0,-0.93,-367163.0,412506.0,345181.0,67325.0,-414746.0,44116.0,-458862.0,10.53788140827987,8.817996447061265,-10.595104465288852,-11.722092136274666,1.1269876709858153,Census
State,CA,2022,39040616.0,-0.27,-104444.0,423922.0,318145.0,105777.0,-206268.0,126517.0,-332785.0,10.858486454209636,8.14907736086951,-5.283420732910567,-8.524071443954675,3.2406507110441085,Census
State,CA,2023,38965193.0,-0.19,-75423.0,414120.0,302704.0,111416.0,-187389.0,150982.0,-338371.0,10.627946844764763,7.768574378676887,-4.809138248076944,-8.683929783178542,3.874791535101597,Census
State,CO,2011,5121108.0,,,65926.0,32015.0,33911.0,39632.0,12382.0,27250.0,12.873385993812276,6.251576807206566,7.738950242799019,5.321114102651223,2.4178361401477964,Census
State,CO,2012,5192647.0,1.4,71539.0,64748.0,32721.0,32027.0,38739.0,11017.0,27722.0,12.469170347994,6.301410436719461,7.460356923934941,5.338702977498759,2.1216539464361817,Census
State,CO,2013,5269035.0,1.47,76388.0,64729.0,33589.0,31140.0,44424.0,8715.0,35709.0,12.284792186804603,6.374791588972174,8.431145361532044,6.777142304046187,1.6540030574858584,Census
State,CO,2014,5350101.0,1.54,81066.0,65702.0,33935.0,31767.0,48408.0,9461.0,38947.0,12.280515825776,6.3428709102874885,9.048053485345417,7.279675654721284,1.7683778306241322,Census
State,CO,2015,5450623.0,1.88,100522.0,66350.0,36253.0,30097.0,69676.0,13122.0,56554.0,12.172920416620263,6.651166297870904,12.783125892214525,10.37569466829755,2.4074312239169724,Census
State,CO,2016,5539215.0,1.63,88592.0,66588.0,36719.0,29869.0,58435.0,9351.0,49084.0,12.021197949528949,6.628917635441123,10.5493287406248,8.861183398730688,1.688145341894113,Census
State,CO,2017,5611885.0,1.31,72670.0,65375.0,37702.0,27673.0,44783.0,8171.0,36612.0,11.649383406823198,6.71824173161068,7.980028101074772,6.524011094311448,1.456017006763325,Census
State,CO,2018,5691287.0,1.41,79402.0,64494.0,38490.0,26004.0,53185.0,10646.0,42539.0,11.332058987712273,6.76296943028879,9.344986467911388,7.474407809692254,1.870578658219134,Census
State,CO,2019,5758736.0,1.19,67449.0,64524.0,39116.0,25408.0,41858.0,10523.0,31335.0,11.204542107851443,6.792462790445681,7.2686089447406514,5.441298229333659,1.827310715406992,Census
State,CO,2021,5811596.0,0.92,52860.0,62137.0,46481.0,15656.0,9317.0,3913.0,5404.0,10.691899436918877,7.997975082920423,1.6031740678464228,0.9298650491190372,0.6733090187273857,Census
State,CO,2022,5841039.0,0.51,29443.0,62682.0,49599.0,13083.0,17185.0,10413.0,6772.0,10.731309960436834,8.49146872671112,2.9421135520581183,1.1593827741947964,1.782730777863322,Census
State,CO,2023,5877610.0,0.63,36571.0,62498.0,45099.0,17399.0,19167.0,11931.0,7236.0,10.633233576232515,7.673016753408273,3.2610193599098953,1.2311126461265718,2.0299067137833235,Census
State,CT,2011,3588283.0,,,37634.0,29295.0,8339.0,869.0,12893.0,-12024.0,10.488024495280891,8.164071785865273,0.2421771081043496,-3.350906269098619,3.5930833772029684,Census
State,CT,2012,3594547.0,0.17,6264.0,36855.0,29064.0,7791.0,-1471.0,15890.0,-17361.0,10.253030493133071,8.08558074216306,-0.4092309823741351,-4.829815829365981,4.420584846991846,Census
State,CT,2013,3594841.0,0.01,294.0,36142.0,29756.0,6386.0,-6007.0,11024.0,-17031.0,10.05385217315592,8.27741755476807,-1.6710057551919542,-4.737622609734339,3.0666168545423846,Census
State,CT,2014,3594524.0,-0.01,-317.0,36162.0,29669.0,6493.0,-6980.0,18106.0,-25086.0,10.060302838428678,8.25394405490129,-1.9418426473157504,-6.978949090338526,5.037106443022776,Census
State,CT,2015,3587122.0,-0.21,-7402.0,36321.0,30375.0,5946.0,-13488.0,16475.0,-29963.0,10.12538742758122,8.467791170749141,-3.7601174423395696,-8.352935863346715,4.592818421007147,Census
State,CT,2016,3578141.0,-0.25,-8981.0,35888.0,30116.0,5772.0,-14824.0,14395.0,-29219.0,10.02978921177226,8.41666105388245,-4.142933439459205,-8.165972218534709,4.023038779075503,Census
State,CT,2017,3573297.0,-0.14,-4844.0,35551.0,31118.0,4433.0,-9356.0,14368.0,-23724.0,9.94907504190108,8.708484069474213,-2.6183102048332394,-6.639246611742601,4.020936406909361,Census
State,CT,2018,3571520.0,-0.05,-1777.0,34883.0,31263.0,3620.0,-5478.0,18498.0,-23976.0,9.766989965056894,8.753415912552638,-1.5338007347011915,-6.713108144431503,5.179307409730311,Census
State,CT,2019,3565287.0,-0.17,-6233.0,34567.0,31149.0,3418.0,-9736.0,12323.0,-22059.0,9.695432653808796,8.736744054545959,-2.730775951557336,-6.187159687284642,3.4563837357273064,Census
