Year,Geographic Level,Location,Race/Ethnicity,Tenure,Number Over 30%,Number Over 50%,Share Over 30%,Share Over 50%
2014,State,MI,Asian,Rented,11333,6338,0.3591165473119019,0.2008365549925217
2014,State,MI,Asian,Total,20783,11043,0.2512147951673395,0.133482412649595
2014,State,MI,Black,Owned,60406,26331,0.2923106701870796,0.1274183402928236
2014,State,MI,Black,Owned With Mortgage,40570,16284,0.34905230193068,0.1401027282017224
2014,State,MI,Black,Owned Without Mortgage,19836,10047,0.2193738180777584,0.1111135687134736
2014,State,MI,Black,Rented,170319,103264,0.6141051759032973,0.3723304908834953
2014,State,MI,Black,Total,230725,129595,0.476709470131086,0.2677610305761816
2014,State,MI,Hispanic,Owned,19117,7308,0.2698007225817432,0.1031387603262673
2014,State,MI,Hispanic,Owned With Mortgage,14765,5553,0.3092923876388202,0.1163224265518455
2014,State,MI,Hispanic,Owned Without Mortgage,4352,1755,0.1882515788206159,0.0759148715469763
2014,State,MI,Hispanic,Rented,26104,14340,0.4989868868347669,0.2741140039217035
2014,State,MI,Hispanic,Total,45221,21648,0.3671429731306,0.1757570836135828
2014,State,MI,Multiracial,Owned,8744,4356,0.3054885930817523,0.1521853055707298
2014,State,MI,Multiracial,Owned With Mortgage,6053,2893,0.334161422016893,0.159710720963012
2014,State,MI,Multiracial,Owned Without Mortgage,2691,1463,0.2560662289006565,0.1392140070089447
2014,State,MI,Multiracial,Rented,13945,6971,0.6549408227345013,0.3273999624181852
2014,State,MI,Multiracial,Total,22689,11327,0.4545527395812481,0.2269257738298307
2014,State,MI,NHPI,Owned,69,69,0.1778350515463917,0.1778350515463917
2014,State,MI,NHPI,Owned With Mortgage,69,69,0.1778350515463917,0.1778350515463917
2014,State,MI,NHPI,Rented,366,289,0.8571428571428571,0.6768149882903981
2014,State,MI,NHPI,Total,435,358,0.5337423312883436,0.4392638036809816
2014,State,MI,Other,Owned,579,113,0.2719586660131516,0.0530765617660873
2014,State,MI,Other,Owned With Mortgage,579,113,0.3532641854435631,0.0689444783404514
2014,State,MI,Other,Owned Without Mortgage,0,0,0.0,0.0
2014,State,MI,Other,Rented,235,116,0.1658433310289344,0.0818630910853916
2014,State,MI,Other,Total,814,229,0.2295544275042301,0.0645798082312464
2014,State,MI,White,Owned,472714,189996,0.2053894114791736,0.082551324119691
2014,State,MI,White,Owned With Mortgage,346215,139185,0.2433520396664429,0.0978321379327943
2014,State,MI,White,Owned Without Mortgage,126499,50811,0.143935652936034,0.0578148005149125
2014,State,MI,White,Rented,325561,166599,0.4937335642671212,0.25265777559839
2014,State,MI,White,Total,798275,356595,0.2696022474014015,0.1204332008441273
2014,State,MN,AIAN,Owned,2511,1348,0.315412636807185,0.1693254615426453
2014,State,MN,AIAN,Owned With Mortgage,1657,966,0.3437046256314042,0.2003733666511097
2014,State,MN,AIAN,Owned Without Mortgage,854,382,0.271974522216879,0.121656050960828
2014,State,MN,AIAN,Rented,4885,3110,0.4947837536104527,0.3150005063713157
2014,State,MN,AIAN,Total,7396,4458,0.4147134686669844,0.2499719636536952
2014,State,MN,All,Owned,312653,114759,0.2052634655068255,0.0753417688005251
2014,State,MN,All,Owned With Mortgage,252266,90207,0.2469124443208327,0.0882926390204124
2014,State,MN,All,Owned Without Mortgage,60387,24552,0.1204134820825369,0.0489574215092931
2014,State,MN,All,Rented,263856,134477,0.4680829171800353,0.2385634074666956
2014,State,MN,All,Total,576509,249236,0.2762548193651763,0.1194303057909917
2014,State,MN,Asian,Owned,8949,3057,0.2155866056267646,0.0736449048388821
2014,State,MN,Asian,Owned With Mortgage,8037,2429,0.2608060748576389,0.0788226895618834
2014,State,MN,Asian,Owned Without Mortgage,912,628,0.0852814662426594,0.0587245184367869
2014,State,MN,Asian,Rented,11831,6455,0.4309704211429768,0.235137694859063
2014,State,MN,Asian,Total,20780,9512,0.3013253676933674,0.1379310345047417
2014,State,MN,Black,Owned,9682,4707,0.3761022414676223,0.1828458221864973
2014,State,MN,Black,Owned With Mortgage,8846,4256,0.4016162717517933,0.1932261870885317
2014,State,MN,Black,Owned Without Mortgage,836,451,0.2249125638872746,0.121334409488297
2014,State,MN,Black,Rented,41636,23460,0.5804949459433949,0.3270826071086511
2014,State,MN,Black,Total,51318,28167,0.5265112652620962,0.2889871547407969
2014,State,MN,Hispanic,Owned,8413,2373,0.2951722685830468,0.0832573153468528
2014,State,MN,Hispanic,Owned With Mortgage,6175,1436,0.3213467942920483,0.0747293921552872
2014,State,MN,Hispanic,Owned Without Mortgage,2238,937,0.241007968960155,0.1009045875608442
2014,State,MN,Hispanic,Rented,19911,9076,0.5557540403249782,0.2533284953656181
2014,State,MN,Hispanic,Total,28324,11449,0.4402990875273826,0.1779757185767227
2014,State,MN,Multiracial,Owned,3151,1288,0.2777924711973904,0.1135502072184607
2014,State,MN,Multiracial,Owned With Mortgage,2795,1018,0.3105210532191978,0.1130985446110432
2014,State,MN,Multiracial,Owned Without Mortgage,356,270,0.152006831706661,0.1152860802122118
2014,State,MN,Multiracial,Rented,7198,4179,0.5443957041874149,0.3160641356427167
2014,State,MN,Multiracial,Total,10349,5467,0.4212904539430897,0.2225524119953592
2014,State,MN,NHPI,Owned,0,0,0.0,0.0
2014,State,MN,NHPI,Owned With Mortgage,0,0,0.0,0.0
2014,State,MN,NHPI,Owned Without Mortgage,0,0,0.0,0.0
2014,State,MN,NHPI,Rented,0,0,0.0,0.0
2014,State,MN,NHPI,Total,0,0,0.0,0.0
2014,State,MN,Other,Owned,0,0,0.0,0.0
2014,State,MN,Other,Owned With Mortgage,0,0,0.0,0.0
2014,State,MN,Other,Owned Without Mortgage,0,0,0.0,0.0
2014,State,MN,Other,Rented,518,450,0.738944365192582,0.6419400855920114
2014,State,MN,Other,Total,518,450,0.3557692308392857,0.3090659340659341
2014,State,MN,White,Owned,279947,101986,0.1989360589968761,0.0724733357279283
2014,State,MN,White,Owned With Mortgage,224756,80102,0.2403514437623937,0.0856601440540447
2014,State,MN,White,Owned Without Mortgage,55191,21884,0.116903583403614,0.046353898587263
2014,State,MN,White,Rented,177877,87747,0.4400271125097305,0.2170660570634448
2014,State,MN,White,Total,457824,189733,0.2527372917552656,0.1047402595489455
2014,State,MO,AIAN,Owned,2016,879,0.3154929577804382,0.1375586854466353
2014,State,MO,AIAN,Owned With Mortgage,1805,837,0.4649665120767645,0.2156105100690366
2014,State,MO,AIAN,Owned Without Mortgage,211,42,0.0841307814856459,0.016746411491228
2014,State,MO,AIAN,Rented,1721,1177,0.3987488415245598,0.2727062094430028
2014,State,MO,AIAN,Total,3737,2056,0.349056603811601,0.1920418457272557
2014,State,MO,All,Owned,315798,117102,0.2019667257857233,0.0748918850992406
2014,State,MO,All,Owned With Mortgage,237905,82307,0.2420198208974464,0.0837305874364851
2014,State,MO,All,Owned Without Mortgage,77893,34795,0.1341557931576187,0.0599277319955547
2014,State,MO,All,Rented,328982,167133,0.464710444066477,0.2360872347091643
2014,State,MO,All,Total,644780,284235,0.2838511091330989,0.1251286020400621
2014,State,MO,Asian,Owned,3835,1510,0.2115978812968991,0.0833149414495696
2014,State,MO,Asian,Owned With Mortgage,2875,814,0.2243464690291846,0.0635193133132266
2014,State,MO,Asian,Owned Without Mortgage,960,696,0.1808250141020908,0.1310981352201921
2014,State,MO,Asian,Rented,4817,2883,0.3688361408251148,0.220750382872588
2014,State,MO,Asian,Total,8652,4393,0.2774499744537262,0.1408735249185159
2014,State,MO,Black,Owned,31487,12538,0.3167100855806737,0.1261127149029058
2014,State,MO,Black,Owned With Mortgage,23977,8468,0.3456492908323866,0.1220735784959635
2014,State,MO,Black,Owned Without Mortgage,7510,4070,0.2499084889719809,0.135436424915843
2014,State,MO,Black,Rented,80783,42134,0.5515214406331748,0.2876571109018113
2014,State,MO,Black,Total,112270,54672,0.4565825646392929,0.2223415157908187
2014,State,MO,Hispanic,Owned,4065,1174,0.1475766927422399,0.0426211653593029
2014,State,MO,Hispanic,Owned With Mortgage,3199,748,0.1649819494726147,0.0385765858505415
2014,State,MO,Hispanic,Owned Without Mortgage,866,426,0.106192519866217,0.0522378908170447
2014,State,MO,Hispanic,Rented,14837,8572,0.4670570087007586,0.2698397708184594
2014,State,MO,Hispanic,Total,18902,9746,0.3186876181013454,0.1643175074723496
2014,State,MO,Multiracial,Owned,5086,1806,0.292483754116453,0.1038587613158318
2014,State,MO,Multiracial,Owned With Mortgage,3493,1148,0.3132454487878217,0.1029504080524616
2014,State,MO,Multiracial,Owned Without Mortgage,1593,658,0.2553703110081757,0.1054825264421288
2014,State,MO,Multiracial,Rented,8670,4922,0.5731852440689542,0.3253999735022477
2014,State,MO,Multiracial,Total,13756,6728,0.4230662771709365,0.2069198831721974
2014,State,MO,NHPI,Owned,108,108,0.1120331950207468,0.1120331950207468
2014,State,MO,NHPI,Owned With Mortgage,75,75,0.0853242320819112,0.0853242320819112
2014,State,MO,NHPI,Owned Without Mortgage,33,33,0.388235294117647,0.388235294117647
2014,State,MO,NHPI,Rented,47,47,0.0759289176090468,0.0759289176090468
2014,State,MO,NHPI,Total,155,155,0.0979153506001263,0.0979153506001263
2014,State,MO,Other,Owned,11,0,0.0103871576959395,0.0
2014,State,MO,Other,Owned With Mortgage,11,0,0.0149863760217983,0.0
2014,State,MO,Other,Owned Without Mortgage,0,0,0.0,0.0
2014,State,MO,Other,Rented,369,369,0.5482912332838039,0.5482912332838039
2014,State,MO,Other,Total,380,369,0.2193995381062355,0.2130484988452655
2014,State,MO,White,Owned,269190,99087,0.1932830912454858,0.0711461854430152
2014,State,MO,White,Owned With Mortgage,202470,70217,0.2341291821475498,0.0811964675758141
2014,State,MO,White,Owned Without Mortgage,66720,28870,0.1263768006564813,0.0546837264628815
2014,State,MO,White,Rented,217738,107029,0.4390808538618478,0.2158299640034826
2014,State,MO,White,Total,486928,206116,0.2578222499940141,0.1091358288684647
2014,State,MS,AIAN,Owned,570,320,0.2188940093717358,0.1228878647672811
2014,State,MS,AIAN,Owned With Mortgage,447,258,0.3084886128115942,0.1780538301269841
2014,State,MS,AIAN,Owned Without Mortgage,123,62,0.1064935065367965,0.0536796536796536
2014,State,MS,AIAN,Rented,364,116,0.4690721647770618,0.1494845359110824
2014,State,MS,AIAN,Total,934,436,0.2763313609053254,0.1289940827088757
2014,State,MS,All,Owned,165058,67159,0.2264328505244454,0.0921312739204334
2014,State,MS,All,Owned With Mortgage,113218,46281,0.3040478665378884,0.1242880046891228
2014,State,MS,All,Owned Without Mortgage,51840,20878,0.145381120729853,0.0585506757978854
2014,State,MS,All,Rented,154174,82195,0.5142150062246584,0.2741441646485538
2014,State,MS,All,Total,319232,149354,0.3103036334842778,0.1451768271774346
2014,State,MS,Asian,Owned,860,660,0.1945261254130287,0.1492874915530423
2014,State,MS,Asian,Owned With Mortgage,668,468,0.2838929027326817,0.1988950276311092
2014,State,MS,Asian,Owned Without Mortgage,192,192,0.092843326827853,0.092843326827853
2014,State,MS,Asian,Rented,1675,890,0.4513608190331447,0.2398275396518459
2014,State,MS,Asian,Total,2535,1550,0.3117314313958436,0.1906050173448106
2014,State,MS,Black,Owned,68014,30050,0.3319974812374904,0.1466833931397861
2014,State,MS,Black,Owned With Mortgage,45974,20899,0.4253189383606894,0.1933427696716253
2014,State,MS,Black,Owned Without Mortgage,22040,9151,0.2277565360675829,0.0945644311400537
2014,State,MS,Black,Rented,85667,47277,0.5586626059822034,0.308308824020816
2014,State,MS,Black,Total,153681,77327,0.4290296645286511,0.2158729892501493
2014,State,MS,Hispanic,Owned,2250,664,0.2466293982658117,0.0727830757213635
2014,State,MS,Hispanic,Owned With Mortgage,1874,538,0.3077175698318554,0.0883415435346469
2014,State,MS,Hispanic,Owned Without Mortgage,376,126,0.1239696670758325,0.0415430267355753
2014,State,MS,Hispanic,Rented,5133,2602,0.5326346373110926,0.2700010375144755
2014,State,MS,Hispanic,Total,7383,3266,0.3935501065501599,0.1740938166750533
2014,State,MS,Multiracial,Owned,821,243,0.2980036297259528,0.0882032668584392
2014,State,MS,Multiracial,Owned With Mortgage,334,62,0.2555470542509563,0.0474368782922723
2014,State,MS,Multiracial,Owned Without Mortgage,487,181,0.3363259667651934,0.1249999999558011
2014,State,MS,Multiracial,Rented,1950,1211,0.6583389600486158,0.4088453747559081
2014,State,MS,Multiracial,Total,2771,1454,0.4846947701005772,0.2543291936753541
2014,State,MS,NHPI,Rented,75,0,1.0,0.0
2014,State,MS,NHPI,Total,75,0,1.0,0.0
2014,State,MS,Other,Owned,0,0,0.0,0.0
2014,State,MS,Other,Owned With Mortgage,0,0,0.0,0.0
2014,State,MS,Other,Rented,0,0,0.0,0.0
2014,State,MS,Other,Total,0,0,0.0,0.0
2014,State,MS,White,Owned,92543,35222,0.1833652999374886,0.0697890991223835
2014,State,MS,White,Owned With Mortgage,63921,24056,0.2530662824109095,0.0952388493296976
2014,State,MS,White,Owned Without Mortgage,28622,11166,0.1135316097078332,0.0442908934923246
2014,State,MS,White,Rented,59310,30099,0.458902996577362,0.232886887380361
2014,State,MS,White,Total,151853,65321,0.2395403314260231,0.103040532660656
2014,State,MT,AIAN,Owned,2733,1650,0.2752820306281225,0.1661966154803585
2014,State,MT,AIAN,Owned With Mortgage,1098,915,0.336913163444308,0.2807609698014728
2014,State,MT,AIAN,Owned Without Mortgage,1635,735,0.2451641926018893,0.1102114260374868
2014,State,MT,AIAN,Rented,4200,2749,0.4501607718378349,0.294640943319507
2014,State,MT,AIAN,Total,6933,4399,0.3600062313209575,0.2284245507798837
2014,State,MT,All,Owned,60186,24234,0.2171666509863066,0.0874425384967561
2014,State,MT,All,Owned With Mortgage,42868,16867,0.2860631943392679,0.1125554703440125
2014,State,MT,All,Owned Without Mortgage,17318,7367,0.1360547422912159,0.0578770808382945
2014,State,MT,All,Rented,56511,28453,0.4832560844943218,0.2433169713001505
2014,State,MT,All,Total,116697,52687,0.2961251521547325,0.1336962038510607
2014,State,MT,Asian,Owned,400,0,0.5167958656330749,0.0
2014,State,MT,Asian,Owned With Mortgage,400,0,0.5167958656330749,0.0
2014,State,MT,Asian,Rented,489,188,0.3517985612568345,0.1352517985467625
2014,State,MT,Asian,Total,889,188,0.4108133088239372,0.0868761552463031
2014,State,MT,Black,Owned,199,199,0.6440129449838188,0.6440129449838188
2014,State,MT,Black,Owned With Mortgage,0,0,0.0,0.0
2014,State,MT,Black,Owned Without Mortgage,199,199,1.0,1.0
2014,State,MT,Black,Rented,343,250,0.3536082475350515,0.2577319588082474
2014,State,MT,Black,Total,542,449,0.4237685694253322,0.3510555121532447
2014,State,MT,Hispanic,Owned,1403,1130,0.3411135424753221,0.2747386336442985
2014,State,MT,Hispanic,Owned With Mortgage,1226,953,0.4933601611295773,0.3835010061303823
2014,State,MT,Hispanic,Owned Without Mortgage,177,177,0.1087223587862407,0.1087223587862407
2014,State,MT,Hispanic,Rented,2170,1014,0.5463242698955185,0.2552870091165659
2014,State,MT,Hispanic,Total,3573,2144,0.4419294991722943,0.2651824366837352
2014,State,MT,Multiracial,Owned,701,483,0.2475282486804378,0.1705508475766242
2014,State,MT,Multiracial,Owned With Mortgage,588,370,0.4083333333680555,0.2569444445013888
2014,State,MT,Multiracial,Owned Without Mortgage,113,113,0.0811781608074712,0.0811781608074712
2014,State,MT,Multiracial,Rented,429,0,0.2520564042614571,0.0
2014,State,MT,Multiracial,Total,1130,483,0.2492280546135862,0.1065284516515218
2014,State,MT,White,Owned,54750,20772,0.2112382611357789,0.0801432176653985
2014,State,MT,White,Owned With Mortgage,39556,14629,0.2789818530559643,0.1031758907430653
2014,State,MT,White,Owned Without Mortgage,15194,6143,0.129421886011891,0.0523258289345139
2014,State,MT,White,Rented,48880,24252,0.490891196454727,0.2435575552846124
2014,State,MT,White,Total,103630,45024,0.2888560596212956,0.1254989408259142
2014,State,NC,AIAN,Owned,5052,2438,0.2118416637619926,0.102230794957271
2014,State,NC,AIAN,Owned With Mortgage,3750,1794,0.3290917069392716,0.1574374725785871
2014,State,NC,AIAN,Owned Without Mortgage,1302,644,0.1045531198089617,0.0517144465760057
2014,State,NC,AIAN,Rented,4937,2181,0.538797336968351,0.2380224815437084
2014,State,NC,AIAN,Total,9989,4619,0.3025961044463663,0.1399230561131138
2014,State,NC,All,Owned,543846,215874,0.2251305216037259,0.089363213535021
2014,State,NC,All,Owned With Mortgage,433710,171092,0.2774557820658336,0.1094520870630808
2014,State,NC,All,Owned Without Mortgage,110136,44782,0.1291881518870906,0.0525287264770974
2014,State,NC,All,Rented,620116,310561,0.5008367254479802,0.250824610760585
2014,State,NC,All,Total,1163962,526435,0.3185575114234734,0.14407671688
2014,State,NC,Asian,Owned,8879,3345,0.1905773771902124,0.0717965228184589
2014,State,NC,Asian,Owned With Mortgage,7958,2892,0.2242384963319057,0.0814900391693764
2014,State,NC,Asian,Owned Without Mortgage,921,453,0.0829654986061616,0.0408071344880641
2014,State,NC,Asian,Rented,8777,4097,0.3078029107111345,0.143678765647624
2014,State,NC,Asian,Total,17656,7442,0.2350842154578923,0.0990879435322681
2014,State,NC,Black,Owned,114430,47387,0.3194762409884359,0.1322994025956474
2014,State,NC,Black,Owned With Mortgage,94194,38842,0.3728063578832353,0.1537310715318805
2014,State,NC,Black,Owned Without Mortgage,20236,8545,0.1917777061509884,0.0809814438676623
2014,State,NC,Black,Rented,234044,124219,0.5732522766617933,0.3042540059343063
2014,State,NC,Black,Total,348474,171606,0.4546574223455993,0.2238960197943268
2014,State,NC,Hispanic,Owned,29443,11899,0.3142597929106842,0.127003949170477
2014,State,NC,Hispanic,Owned With Mortgage,23512,8984,0.3857018651548418,0.1473777456466969
2014,State,NC,Hispanic,Owned Without Mortgage,5931,2915,0.1812043628114631,0.0890593015777092
2014,State,NC,Hispanic,Rented,67505,31186,0.5356731921576667,0.2474706194373705
2014,State,NC,Hispanic,Total,96948,43085,0.4412563891626788,0.1961002963373052
2014,State,NC,Multiracial,Owned,5930,2881,0.2992984404090243,0.1454095795824963
2014,State,NC,Multiracial,Owned With Mortgage,4642,1868,0.3293833818069964,0.1325480735270701
2014,State,NC,Multiracial,Owned Without Mortgage,1288,1013,0.2251748251379371,0.1770979020643356
2014,State,NC,Multiracial,Rented,11939,8324,0.5782438126668281,0.4031578437473725
2014,State,NC,Multiracial,Total,17869,11205,0.441646070178003,0.2769401878327236
2014,State,NC,NHPI,Owned,25,0,0.0925925925925925,0.0
2014,State,NC,NHPI,Owned With Mortgage,25,0,0.1633986928104575,0.0
2014,State,NC,NHPI,Owned Without Mortgage,0,0,0.0,0.0
2014,State,NC,NHPI,Rented,395,0,0.3422876949740034,0.0
2014,State,NC,NHPI,Total,420,0,0.2949438203300562,0.0
2014,State,NC,Other,Owned,434,66,0.3028611305066294,0.0460572226099092
2014,State,NC,Other,Owned With Mortgage,434,66,0.3738156761412575,0.0568475452196382
2014,State,NC,Other,Owned Without Mortgage,0,0,0.0,0.0
2014,State,NC,Other,Rented,1834,876,0.5601710445613929,0.2675626145064141
2014,State,NC,Other,Total,2268,942,0.4818355640361164,0.2001274696915232
2014,State,NC,White,Owned,379653,147858,0.2028203911730116,0.0789895441445946
2014,State,NC,White,Owned With Mortgage,299195,116646,0.2520054646798778,0.0982483980027458
2014,State,NC,White,Owned Without Mortgage,80458,31212,0.1175235024107275,0.0455907871458578
2014,State,NC,White,Rented,290685,139678,0.4534061024624545,0.2178676492052333
2014,State,NC,White,Total,670338,287536,0.2667500204743396,0.1144202385710454
2014,State,ND,AIAN,Owned,750,257,0.1279426818074036,0.0438416921965199
2014,State,ND,AIAN,Owned With Mortgage,343,35,0.2214331824951582,0.0225952227469335
2014,State,ND,AIAN,Owned Without Mortgage,407,222,0.0943658703832599,0.0514722931391143
2014,State,ND,AIAN,Rented,4298,2729,0.5817541961005684,0.3693827828638332
2014,State,ND,AIAN,Total,5048,2986,0.3809811321652075,0.2253584907323018
2014,State,ND,All,Owned,22379,8630,0.1180227408167612,0.0455130368051641
2014,State,ND,All,Owned With Mortgage,13869,4402,0.1428336028873932,0.0453351734520643
2014,State,ND,All,Owned Without Mortgage,8510,4228,0.0919830951337051,0.0456997093643546
2014,State,ND,All,Rented,42242,21644,0.3928099832926128,0.2012683888447712
2014,State,ND,All,Total,64621,30274,0.2174663640290455,0.1018798333504378
2014,State,ND,Asian,Owned,73,73,0.2786259541984733,0.2786259541984733
2014,State,ND,Asian,Owned With Mortgage,73,73,0.3054393305439331,0.3054393305439331
2014,State,ND,Asian,Owned Without Mortgage,0,0,0.0,0.0
2014,State,ND,Asian,Rented,922,679,0.4909478170543131,0.361554845355165
2014,State,ND,Asian,Total,995,752,0.4649532710560748,0.3514018692542056
2014,State,ND,Black,Owned,0,0,0.0,0.0
2014,State,ND,Black,Owned With Mortgage,0,0,0.0,0.0
2014,State,ND,Black,Rented,2737,1533,0.3979354466325966,0.2228845593091014
2014,State,ND,Black,Total,2737,1533,0.3789808920311547,0.2122680696812517
2014,State,ND,Hispanic,Owned,66,0,0.0284728214404659,0.0
2014,State,ND,Hispanic,Owned With Mortgage,46,0,0.0381426201766169,0.0
2014,State,ND,Hispanic,Owned Without Mortgage,20,0,0.0179856115287769,0.0
2014,State,ND,Hispanic,Rented,1517,525,0.6326105088148457,0.2189324438682235
2014,State,ND,Hispanic,Total,1583,525,0.3356658186793892,0.1113231552599661
2014,State,ND,Multiracial,Owned,36,36,0.0396039603960396,0.0396039603960396
2014,State,ND,Multiracial,Owned With Mortgage,0,0,0.0,0.0
2014,State,ND,Multiracial,Owned Without Mortgage,36,36,0.2647058823529412,0.2647058823529412
2014,State,ND,Multiracial,Rented,1106,360,0.5507968127260956,0.1792828685388446
2014,State,ND,Multiracial,Total,1142,396,0.3914981144833733,0.1357559136167295
2014,State,ND,Other,Owned,19,19,1.0,1.0
2014,State,ND,Other,Owned With Mortgage,19,19,1.0,1.0
2014,State,ND,Other,Total,19,19,1.0,1.0
2014,State,ND,White,Owned,21435,8245,0.119148202732143,0.045830507812609
2014,State,ND,White,Owned With Mortgage,13388,4275,0.1440049908627714,0.0459830696152696
2014,State,ND,White,Owned Without Mortgage,8047,3970,0.0925655388709695,0.0456673532012469
2014,State,ND,White,Rented,31662,15818,0.3639812386190509,0.1818411736437439
2014,State,ND,White,Total,53097,24063,0.1989471315700213,0.0901607402819963
2014,State,NE,AIAN,Owned,552,366,0.4194528877811549,0.2781155013221885
2014,State,NE,AIAN,Owned With Mortgage,174,89,0.4009216589400922,0.205069124470046
2014,State,NE,AIAN,Owned Without Mortgage,378,277,0.4285714283730158,0.3140589568594104
2014,State,NE,AIAN,Rented,865,647,0.5070339977327081,0.3792497067356389
2014,State,NE,AIAN,Total,1417,1013,0.4688947718964262,0.3352084711015883
2014,State,NE,All,Owned,88410,31065,0.1816467165188612,0.0638259839860719
2014,State,NE,All,Owned With Mortgage,64799,21336,0.2157097726179947,0.0710255359674632
2014,State,NE,All,Owned Without Mortgage,23611,9729,0.1267262430961006,0.0522180178502589
2014,State,NE,All,Rented,92512,42500,0.3950330503583019,0.1814781288215878
2014,State,NE,All,Total,180922,73565,0.2509661507579615,0.1020457704670024
2014,State,NE,Asian,Owned,577,326,0.0964882943625418,0.0545150503020067
2014,State,NE,Asian,Owned With Mortgage,302,164,0.0836333425253392,0.045416782157574
2014,State,NE,Asian,Owned Without Mortgage,275,162,0.116082735315745,0.0683832840704938
2014,State,NE,Asian,Rented,1628,827,0.408224673895687,0.2073721162096289
2014,State,NE,Asian,Total,2205,1153,0.2212078653304575,0.1156701443938603
2014,State,NE,Black,Owned,2256,1496,0.2310528470479312,0.1532158950487505
2014,State,NE,Black,Owned With Mortgage,1728,1137,0.2705919199987472,0.1780457252220482
2014,State,NE,Black,Owned Without Mortgage,528,359,0.1563055064487862,0.1062759029769094
2014,State,NE,Black,Rented,10326,6181,0.5079443158939939,0.3040484036177382
2014,State,NE,Black,Total,12582,7677,0.4181038779298507,0.2551091617852657
2014,State,NE,Hispanic,Owned,6591,2200,0.2846223604700522,0.0950036705951548
2014,State,NE,Hispanic,Owned With Mortgage,6080,2116,0.3773584905792577,0.131330685061569
2014,State,NE,Hispanic,Owned Without Mortgage,511,84,0.0725337118300922,0.0119233498914123
2014,State,NE,Hispanic,Rented,8686,3747,0.3327077027973341,0.1435247251223426
2014,State,NE,Hispanic,Total,15277,5947,0.3101047417957128,0.1207169534903783
2014,State,NE,Multiracial,Owned,458,121,0.1389563105834344,0.0367111650327669
2014,State,NE,Multiracial,Owned With Mortgage,393,121,0.1824512536197771,0.0561745588857938
2014,State,NE,Multiracial,Owned Without Mortgage,65,0,0.0569176882618213,0.0
2014,State,NE,Multiracial,Rented,1506,305,0.4154482756780689,0.0841379311208275
2014,State,NE,Multiracial,Total,1964,426,0.2837740211202139,0.0615517989159081
2014,State,NE,NHPI,Rented,133,133,0.3181818181818182,0.3181818181818182
2014,State,NE,NHPI,Total,133,133,0.3181818181818182,0.3181818181818182
2014,State,NE,Other,Owned,0,0,0.0,0.0
2014,State,NE,Other,Owned With Mortgage,0,0,0.0,0.0
2014,State,NE,Other,Owned Without Mortgage,0,0,0.0,0.0
2014,State,NE,Other,Rented,333,0,1.0,0.0
2014,State,NE,Other,Total,333,0,0.6795918367346939,0.0
2014,State,NE,White,Owned,77976,26556,0.1760005776817133,0.0599398705799649
2014,State,NE,White,Owned With Mortgage,56122,17709,0.2065883583084285,0.0651878627190469
2014,State,NE,White,Owned Without Mortgage,21854,8847,0.1275155644267284,0.0516212226403377
2014,State,NE,White,Rented,69035,30660,0.3885311962506781,0.1725554642932373
2014,State,NE,White,Total,147011,57216,0.2368371873732307,0.0921759358448445
2014,State,NH,AIAN,Owned,393,358,0.7171532843065693,0.6532846711496351
2014,State,NH,AIAN,Owned With Mortgage,358,358,0.8774509803921569,0.8774509803921569
2014,State,NH,AIAN,Owned Without Mortgage,35,0,0.25,0.0
2014,State,NH,AIAN,Rented,82,0,0.3129770989236641,0.0
2014,State,NH,AIAN,Total,475,358,0.5864197528641976,0.4419753084197531
2014,State,NH,All,Owned,100524,35496,0.2768173331564099,0.0977468868256852
2014,State,NH,All,Owned With Mortgage,74753,26403,0.304688964724988,0.1076171224060576
2014,State,NH,All,Owned Without Mortgage,25771,9093,0.2187691003196094,0.0771901527927589
2014,State,NH,All,Rented,69773,33772,0.4712417770276235,0.2280936363535073
2014,State,NH,All,Total,170297,69268,0.3331292401369942,0.1354997222273241
2014,State,NH,Asian,Owned,2357,1137,0.3841890790956805,0.1853300734542787
2014,State,NH,Asian,Owned With Mortgage,2357,1137,0.4608015640518084,0.2222873901286412
2014,State,NH,Asian,Owned Without Mortgage,0,0,0.0,0.0
2014,State,NH,Asian,Rented,1801,693,0.423665020151729,0.1630204658673253
2014,State,NH,Asian,Total,4158,1830,0.40034662041373,0.1761987290421721
2014,State,NH,Black,Owned,278,0,0.2766169156338308,0.0
2014,State,NH,Black,Owned With Mortgage,278,0,0.3601036272176166,0.0
2014,State,NH,Black,Owned Without Mortgage,0,0,0.0,0.0
2014,State,NH,Black,Rented,1778,563,0.5619469025884956,0.1779393173457648
2014,State,NH,Black,Total,2056,563,0.4931638283099064,0.1350443749256416
2014,State,NH,Hispanic,Owned,923,0,0.2969755469044401,0.0
2014,State,NH,Hispanic,Owned With Mortgage,871,0,0.3644351463974895,0.0
2014,State,NH,Hispanic,Owned Without Mortgage,52,0,0.0724233983286908,0.0
2014,State,NH,Hispanic,Rented,5301,2450,0.6072860578526751,0.2806736167987169
2014,State,NH,Hispanic,Total,6224,2450,0.5258089044387091,0.2069781195592633
2014,State,NH,Multiracial,Owned,564,436,0.1932168550400822,0.1493662212271325
2014,State,NH,Multiracial,Owned With Mortgage,354,354,0.1579651940874609,0.1579651940874609
