Year,Geographic Level,Location,Race/Ethnicity,Tenure,Number Over 30%,Number Over 50%,Share Over 30%,Share Over 50%
2024,County,Kings,Multiracial,Owned,1398,379,0.20934411500449238,0.05675351901766996
2024,County,Kings,Multiracial,Owned With Mortgage,1128,379,0.29117191533298914,0.09783169850283945
2024,County,Kings,Multiracial,Owned Without Mortgage,270,0,0.09629101283880172,0.0
2024,County,Kings,Multiracial,Rented,3315,1539,0.40754856159331204,0.18920580280304894
2024,County,Kings,Multiracial,Total,4713,1918,0.3181879557115852,0.12948960302457466
2024,County,Kings,Other,Owned,1129,92,0.2953178132356788,0.02406487052053361
2024,County,Kings,Other,Owned With Mortgage,692,39,0.36459430979978924,0.02054794520547945
2024,County,Kings,Other,Owned Without Mortgage,437,53,0.227012987012987,0.027532467532467533
2024,County,Kings,Other,Rented,1176,474,0.4558139534883721,0.18372093023255814
2024,County,Kings,Other,Total,2305,566,0.3599875058566297,0.08839606434483836
2024,County,Kings,White,Owned,2050,761,0.1904673418191954,0.07070519371922326
2024,County,Kings,White,Owned With Mortgage,1287,458,0.198,0.07046153846153846
2024,County,Kings,White,Owned Without Mortgage,763,303,0.17898193760262726,0.07107670654468684
2024,County,Kings,White,Rented,2404,1148,0.42138475021910604,0.20122699386503068
2024,County,Kings,White,Total,4454,1909,0.2704639300461501,0.11592178770949721
2024,County,Lake,AIAN,Owned,409,227,0.26472491909385115,0.14692556634304207
2024,County,Lake,AIAN,Owned With Mortgage,373,198,0.4023732470334412,0.21359223300970873
2024,County,Lake,AIAN,Owned Without Mortgage,36,29,0.05825242718446602,0.04692556634304207
2024,County,Lake,AIAN,Rented,263,0,0.3346055979643766,0.0
2024,County,Lake,AIAN,Total,672,227,0.2882882882882883,0.09738309738309739
2024,County,Lake,All,Owned,16291,8735,0.3994164807414127,0.21416137494790008
2024,County,Lake,All,Owned With Mortgage,11284,5727,0.5433882307618222,0.27578734469806415
2024,County,Lake,All,Owned Without Mortgage,5007,3008,0.25008740822136755,0.15024224564207583
2024,County,Lake,All,Rented,12071,7411,0.5250543714658548,0.32235754675946066
2024,County,Lake,All,Total,28362,16146,0.4447057716731737,0.25316336610376783
2024,County,Lake,Asian,Owned,242,97,0.44485294117647056,0.17830882352941177
2024,County,Lake,Asian,Owned With Mortgage,242,97,0.5817307692307693,0.23317307692307693
2024,County,Lake,Asian,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Lake,Asian,Rented,162,162,0.35604395604395606,0.35604395604395606
2024,County,Lake,Asian,Total,404,259,0.4044044044044044,0.25925925925925924
2024,County,Lake,Hispanic,Owned,2920,1469,0.4428939784620052,0.2228120734111937
2024,County,Lake,Hispanic,Owned With Mortgage,2594,1348,0.5526203664252237,0.2871751171708564
2024,County,Lake,Hispanic,Owned Without Mortgage,326,121,0.17166929963138494,0.06371774618220116
2024,County,Lake,Hispanic,Rented,4063,2521,0.6735742705570292,0.41793766578249336
2024,County,Lake,Hispanic,Total,6983,3990,0.5531089108910892,0.31603960396039604
2024,County,Lake,Multiracial,Owned,1909,727,0.4047063811744753,0.15412338350646598
2024,County,Lake,Multiracial,Owned With Mortgage,1671,662,0.53609239653513,0.21238370227783124
2024,County,Lake,Multiracial,Owned Without Mortgage,238,65,0.14875,0.040625
2024,County,Lake,Multiracial,Rented,1583,608,0.4554085155350978,0.17491369390103567
2024,County,Lake,Multiracial,Total,3492,1335,0.4262175027462468,0.16294397656536067
2024,County,Lake,Other,Owned,988,626,0.46233036967711744,0.2929340196537202
2024,County,Lake,Other,Owned With Mortgage,723,549,0.5657276995305164,0.4295774647887324
2024,County,Lake,Other,Owned Without Mortgage,265,77,0.3084982537834691,0.08963911525029103
2024,County,Lake,Other,Rented,2496,1872,0.7938931297709924,0.5954198473282443
2024,County,Lake,Other,Total,3484,2498,0.659723537208862,0.4730164741526226
2024,County,Lake,White,Owned,11916,6747,0.39016404177990244,0.22091614550931535
2024,County,Lake,White,Owned With Mortgage,7465,3910,0.5340153086773016,0.2797052721940053
2024,County,Lake,White,Owned Without Mortgage,4451,2837,0.2687477357807028,0.17129573722980315
2024,County,Lake,White,Rented,6956,4363,0.4845360824742268,0.3039147394817498
2024,County,Lake,White,Total,18872,11110,0.4203398890794485,0.247455286544758
2024,County,Lassen,AIAN,Owned,64,0,0.059813084112149535,0.0
2024,County,Lassen,AIAN,Owned With Mortgage,48,0,0.08376963350785341,0.0
2024,County,Lassen,AIAN,Owned Without Mortgage,16,0,0.03219315895372234,0.0
2024,County,Lassen,AIAN,Rented,187,123,0.19278350515463918,0.1268041237113402
2024,County,Lassen,AIAN,Total,251,123,0.1230392156862745,0.060294117647058824
2024,County,Lassen,All,Owned,7785,3735,0.22842639593908629,0.10959185469909921
2024,County,Lassen,All,Owned With Mortgage,5269,2360,0.3005361624458134,0.13461099703399498
2024,County,Lassen,All,Owned Without Mortgage,2516,1375,0.1520333554897577,0.08308659133482385
2024,County,Lassen,All,Rented,6602,3161,0.428478712357217,0.20515316718587748
2024,County,Lassen,All,Total,14387,6896,0.2907110671058215,0.13934409666794642
2024,County,Lassen,Asian,Owned,239,105,0.3551263001485884,0.15601783060921248
2024,County,Lassen,Asian,Owned With Mortgage,134,0,0.29515418502202645,0.0
2024,County,Lassen,Asian,Owned Without Mortgage,105,105,0.4794520547945205,0.4794520547945205
2024,County,Lassen,Asian,Rented,41,8,0.803921568627451,0.1568627450980392
2024,County,Lassen,Asian,Total,280,113,0.3867403314917127,0.15607734806629833
2024,County,Lassen,Hispanic,Owned,345,92,0.09896729776247848,0.026391279403327597
2024,County,Lassen,Hispanic,Owned With Mortgage,345,92,0.14315352697095435,0.038174273858921165
2024,County,Lassen,Hispanic,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Lassen,Hispanic,Rented,794,344,0.3065637065637066,0.13281853281853281
2024,County,Lassen,Hispanic,Total,1139,436,0.18745885450954575,0.07175773535220539
2024,County,Lassen,Multiracial,Owned,303,130,0.09274563820018365,0.039791857973676154
2024,County,Lassen,Multiracial,Owned With Mortgage,209,45,0.10806618407445709,0.02326783867631851
2024,County,Lassen,Multiracial,Owned Without Mortgage,94,85,0.07051762940735183,0.06376594148537135
2024,County,Lassen,Multiracial,Rented,1053,566,0.40924990283715507,0.21997668091721725
2024,County,Lassen,Multiracial,Total,1356,696,0.2321917808219178,0.11917808219178082
2024,County,Lassen,Other,Owned,177,122,0.15271786022433131,0.10526315789473684
2024,County,Lassen,Other,Owned With Mortgage,177,122,0.2653673163418291,0.18290854572713644
2024,County,Lassen,Other,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Lassen,Other,Rented,99,33,0.22706422018348624,0.07568807339449542
2024,County,Lassen,Other,Total,276,155,0.17304075235109717,0.09717868338557993
2024,County,Lassen,White,Owned,6838,3378,0.2515913021082453,0.12428713344861841
2024,County,Lassen,White,Owned With Mortgage,4537,2193,0.3386579084869747,0.1636933641860118
2024,County,Lassen,White,Owned Without Mortgage,2301,1185,0.16695690030474533,0.08598171528080105
2024,County,Lassen,White,Rented,4820,2192,0.4762845849802372,0.216600790513834
2024,County,Lassen,White,Total,11658,5570,0.3125552963886431,0.14933376229925735
2024,County,Los Angeles,AIAN,Owned,2885,1131,0.26115687516972935,0.10238073685163393
2024,County,Los Angeles,AIAN,Owned With Mortgage,2379,948,0.3447826086956522,0.1373913043478261
2024,County,Los Angeles,AIAN,Owned Without Mortgage,506,183,0.1220159151193634,0.04412828550759585
2024,County,Los Angeles,AIAN,Rented,4916,2394,0.5424252455036963,0.2641509433962264
2024,County,Los Angeles,AIAN,Total,7801,3525,0.38791645947289904,0.17528592739930382
2024,County,Los Angeles,All,Owned,536902,273826,0.33759438019688426,0.17217689401751535
2024,County,Los Angeles,All,Owned With Mortgage,441225,218781,0.4163155893428493,0.20642969222509583
2024,County,Los Angeles,All,Owned Without Mortgage,95677,55045,0.18033788024721842,0.10375219350740657
2024,County,Los Angeles,All,Rented,1000486,528789,0.5278400619594246,0.2789804340325224
2024,County,Los Angeles,All,Total,1537388,802615,0.44104182385155816,0.23025207914372844
2024,County,Los Angeles,Asian,Owned,101849,53317,0.3187722219440132,0.16687428013420802
2024,County,Los Angeles,Asian,Owned With Mortgage,79190,39821,0.39853048488966053,0.20040260687954506
2024,County,Los Angeles,Asian,Owned Without Mortgage,22659,13496,0.18757605609317957,0.11172277916207915
2024,County,Los Angeles,Asian,Rented,119860,61248,0.4823572969318438,0.24648272753613856
2024,County,Los Angeles,Asian,Total,221709,114565,0.3903382442006225,0.20170178453217652
2024,County,Los Angeles,Black,Owned,40457,22688,0.4205596789954053,0.23584689910393147
2024,County,Los Angeles,Black,Owned With Mortgage,36065,20101,0.48462086295166557,0.2701057525631895
2024,County,Los Angeles,Black,Owned Without Mortgage,4392,2587,0.20166215161394002,0.11878414986914
2024,County,Los Angeles,Black,Rented,116305,70554,0.6424980665119876,0.38975803778588003
2024,County,Los Angeles,Black,Total,156762,93242,0.5654827608596844,0.336349010526012
2024,County,Los Angeles,Hispanic,Owned,172421,81128,0.33133544204065474,0.1559008574470293
2024,County,Los Angeles,Hispanic,Owned With Mortgage,149155,68696,0.42293078515325944,0.19478832903280688
2024,County,Los Angeles,Hispanic,Owned Without Mortgage,23266,12432,0.13872591108567067,0.07412707498568975
2024,County,Los Angeles,Hispanic,Rented,446680,227247,0.5357288493367555,0.2725503130322147
2024,County,Los Angeles,Hispanic,Total,619101,308375,0.4571838524489684,0.22772386169453876
2024,County,Los Angeles,Multiracial,Owned,74915,35290,0.31270348788673136,0.14730435944100312
2024,County,Los Angeles,Multiracial,Owned With Mortgage,63727,29826,0.3829655537126511,0.17923847984423452
2024,County,Los Angeles,Multiracial,Owned Without Mortgage,11188,5464,0.15290837524600917,0.07467745462497266
2024,County,Los Angeles,Multiracial,Rented,180102,89514,0.5273634463008837,0.2621093132345965
2024,County,Los Angeles,Multiracial,Total,255017,124804,0.438862750092069,0.21477715863056415
2024,County,Los Angeles,Other,Owned,85173,40247,0.3486281717005923,0.16473809806433656
2024,County,Los Angeles,Other,Owned With Mortgage,73182,33323,0.452634834240475,0.2061046511627907
2024,County,Los Angeles,Other,Owned Without Mortgage,11991,6924,0.14511854191627638,0.08379624587009403
2024,County,Los Angeles,Other,Rented,225054,115399,0.5319771564724903,0.2727773417924983
2024,County,Los Angeles,Other,Total,310227,155646,0.46485635210927817,0.23322609502203456
2024,County,Los Angeles,White,Owned,199210,106216,0.3384540629438589,0.1804589967855274
2024,County,Los Angeles,White,Owned With Mortgage,157702,81549,0.4062191701075939,0.2100592706693902
2024,County,Los Angeles,White,Owned Without Mortgage,41508,24667,0.20715779387030928,0.12310786598725351
2024,County,Los Angeles,White,Rented,260240,140085,0.500386480489465,0.2693538276950765
2024,County,Los Angeles,White,Total,459450,246301,0.4144169659753253,0.22215978482248036
2024,County,Madera,AIAN,Owned,254,0,0.34652114597544337,0.0
2024,County,Madera,AIAN,Owned With Mortgage,230,0,0.6460674157303371,0.0
2024,County,Madera,AIAN,Owned Without Mortgage,24,0,0.0636604774535809,0.0
2024,County,Madera,AIAN,Rented,0,0,0.0,0.0
2024,County,Madera,AIAN,Total,254,0,0.33116036505867014,0.0
2024,County,Madera,All,Owned,11657,5409,0.3615919101681246,0.16778336125069793
2024,County,Madera,All,Owned With Mortgage,9338,4289,0.43582563240922245,0.20017735461588723
2024,County,Madera,All,Owned Without Mortgage,2319,1120,0.21448390677025528,0.10358860525342212
2024,County,Madera,All,Rented,8249,4687,0.5355450236966824,0.3042913718106862
2024,County,Madera,All,Total,19906,10096,0.4178333788123675,0.21191830566109024
2024,County,Madera,Asian,Owned,367,116,0.40914158305462656,0.12931995540691194
2024,County,Madera,Asian,Owned With Mortgage,0,0,0.0,0.0
2024,County,Madera,Asian,Owned Without Mortgage,367,116,0.8843373493975903,0.27951807228915665
2024,County,Madera,Asian,Rented,0,0,0.0,0.0
2024,County,Madera,Asian,Total,367,116,0.35909980430528377,0.11350293542074363
2024,County,Madera,Black,Owned,0,0,0.0,0.0
2024,County,Madera,Black,Owned With Mortgage,0,0,0.0,0.0
2024,County,Madera,Black,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Madera,Black,Rented,227,114,0.58656330749354,0.29457364341085274
2024,County,Madera,Black,Total,227,114,0.2454054054054054,0.12324324324324325
2024,County,Madera,Hispanic,Owned,6464,3364,0.46115431262038953,0.23999429264464578
2024,County,Madera,Hispanic,Owned With Mortgage,5587,2861,0.5155485835563348,0.2640029528467288
2024,County,Madera,Hispanic,Owned Without Mortgage,877,503,0.2757861635220126,0.1581761006289308
2024,County,Madera,Hispanic,Rented,6281,3304,0.542634989200864,0.2854427645788337
2024,County,Madera,Hispanic,Total,12745,6668,0.49800718974679586,0.2605501719287277
2024,County,Madera,Multiracial,Owned,2609,1408,0.5876126126126127,0.3171171171171171
2024,County,Madera,Multiracial,Owned With Mortgage,2158,988,0.661963190184049,0.3030674846625767
2024,County,Madera,Multiracial,Owned Without Mortgage,451,420,0.3822033898305085,0.3559322033898305
2024,County,Madera,Multiracial,Rented,959,624,0.9609218436873748,0.625250501002004
2024,County,Madera,Multiracial,Total,3568,2032,0.6561235748436925,0.37366678926075764
2024,County,Madera,Other,Owned,3674,2280,0.448212760766134,0.278150542881542
2024,County,Madera,Other,Owned With Mortgage,3243,2123,0.48280482358195626,0.31606371892213786
2024,County,Madera,Other,Owned Without Mortgage,431,157,0.29121621621621624,0.10608108108108108
2024,County,Madera,Other,Rented,5089,2835,0.5059654006760788,0.2818651819447206
2024,County,Madera,Other,Total,8763,5115,0.4800328677074774,0.28019720624486444
2024,County,Madera,White,Owned,4396,1567,0.2765301629238221,0.09857205762093477
2024,County,Madera,White,Owned With Mortgage,3457,1178,0.3645086461408688,0.1242091944327288
2024,County,Madera,White,Owned Without Mortgage,939,389,0.14642133167004523,0.0606580383595821
2024,County,Madera,White,Rented,1502,1114,0.4881377965550861,0.3620409489762756
2024,County,Madera,White,Total,5898,2681,0.3108464214187836,0.14129861916306524
2024,County,Marin,All,Owned,20479,9633,0.3086138822749329,0.14516712378311583
2024,County,Marin,All,Owned With Mortgage,15402,6574,0.3591716804253533,0.1533044167716058
2024,County,Marin,All,Owned Without Mortgage,5077,3059,0.2162634179587664,0.13030328846481512
2024,County,Marin,All,Rented,19970,12130,0.5607030548068284,0.3405772686433064
2024,County,Marin,All,Total,40449,21763,0.3966599329240787,0.2134171455469041
2024,County,Marin,Asian,Owned,1627,759,0.38201455740784224,0.17821084761681147
2024,County,Marin,Asian,Owned With Mortgage,1259,647,0.4382178907065785,0.22520013922728854
2024,County,Marin,Asian,Owned Without Mortgage,368,112,0.26551226551226553,0.08080808080808081
2024,County,Marin,Asian,Rented,557,138,0.2626119754832626,0.06506364922206506
2024,County,Marin,Asian,Total,2184,897,0.34231974921630093,0.14059561128526646
2024,County,Marin,Hispanic,Owned,1312,366,0.31097416449395593,0.08675041479023465
2024,County,Marin,Hispanic,Owned With Mortgage,1277,366,0.41220142027114265,0.11814073595868302
2024,County,Marin,Hispanic,Owned Without Mortgage,35,0,0.031222123104371096,0.0
2024,County,Marin,Hispanic,Rented,5542,3074,0.6041643955085577,0.3351139212907446
2024,County,Marin,Hispanic,Total,6854,3440,0.5117980884109916,0.25686977299880526
2024,County,Marin,Multiracial,Owned,1641,429,0.3191365227537923,0.08343057176196032
2024,County,Marin,Multiracial,Owned With Mortgage,1641,429,0.4118975903614458,0.10768072289156627
2024,County,Marin,Multiracial,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Marin,Multiracial,Rented,3425,2116,0.6666017905799922,0.41183339820942
2024,County,Marin,Multiracial,Total,5066,2545,0.4928015564202335,0.24756809338521402
2024,County,Marin,Other,Owned,350,210,0.17309594460929772,0.10385756676557864
2024,County,Marin,Other,Owned With Mortgage,350,210,0.23071852340145024,0.13843111404087013
2024,County,Marin,Other,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Marin,Other,Rented,3637,2058,0.6009583608724388,0.34005287508261733
2024,County,Marin,Other,Total,3987,2268,0.4938072826356205,0.28090165964825364
2024,County,Marin,White,Owned,16448,8193,0.3062600081927531,0.15255278739805608
2024,County,Marin,White,Owned With Mortgage,11774,5246,0.351452195456852,0.15659234052714843
2024,County,Marin,White,Owned Without Mortgage,4674,2947,0.23132887899034893,0.14585498638950756
2024,County,Marin,White,Rented,11156,7325,0.5744001647616106,0.37714962413757597
2024,County,Marin,White,Total,27604,15518,0.37747511213215185,0.21220326003719506
2024,County,Mariposa,AIAN,Owned,371,144,0.3254385964912281,0.12631578947368421
2024,County,Mariposa,AIAN,Owned With Mortgage,211,0,0.6432926829268293,0.0
2024,County,Mariposa,AIAN,Owned Without Mortgage,160,144,0.19704433497536947,0.17733990147783252
2024,County,Mariposa,AIAN,Rented,196,163,0.3234323432343234,0.26897689768976896
2024,County,Mariposa,AIAN,Total,567,307,0.3247422680412371,0.17583046964490265
2024,County,Mariposa,All,Owned,18557,8960,0.32341100402586315,0.15615469074051483
2024,County,Mariposa,All,Owned With Mortgage,12995,5968,0.3873092513113972,0.17787315212207916
2024,County,Mariposa,All,Owned Without Mortgage,5562,2992,0.2334326604272464,0.12557183027657698
2024,County,Mariposa,All,Rented,10146,5409,0.48799961521812324,0.26016064643355297
2024,County,Mariposa,All,Total,28703,14369,0.367186900345401,0.18381732122297556
2024,County,Mariposa,Hispanic,Owned,2392,741,0.46079753419379693,0.1427470622230784
2024,County,Mariposa,Hispanic,Owned With Mortgage,2024,741,0.531652219595482,0.1946414499605989
2024,County,Mariposa,Hispanic,Owned Without Mortgage,368,0,0.2658959537572254,0.0
2024,County,Mariposa,Hispanic,Rented,2561,1295,0.6486828774062816,0.3280141843971631
2024,County,Mariposa,Hispanic,Total,4953,2036,0.5419630156472262,0.22278148593938069
2024,County,Mariposa,Multiracial,Owned,1614,474,0.2860687699397377,0.08401276143211626
2024,County,Mariposa,Multiracial,Owned With Mortgage,1107,322,0.33811850946854,0.09835064141722663
2024,County,Mariposa,Multiracial,Owned Without Mortgage,507,152,0.21410472972972974,0.06418918918918919
2024,County,Mariposa,Multiracial,Rented,1520,851,0.720037896731407,0.40312648034107057
2024,County,Mariposa,Multiracial,Total,3134,1325,0.4042306204050045,0.17090158648265188
2024,County,Mariposa,Other,Owned,1153,404,0.7666223404255319,0.26861702127659576
2024,County,Mariposa,Other,Owned With Mortgage,953,404,0.821551724137931,0.3482758620689655
2024,County,Mariposa,Other,Owned Without Mortgage,200,0,0.5813953488372093,0.0
2024,County,Mariposa,Other,Rented,664,193,0.8523748395378691,0.24775353016688062
2024,County,Mariposa,Other,Total,1817,597,0.7958826106000876,0.2614980289093298
2024,County,Mariposa,White,Owned,14624,7544,0.3100144153311286,0.15992537946239294
2024,County,Mariposa,White,Owned With Mortgage,9960,4848,0.3666887563507842,0.17848464766953834
2024,County,Mariposa,White,Owned Without Mortgage,4664,2696,0.23308345827086457,0.1347326336831584
2024,County,Mariposa,White,Rented,7012,3755,0.4488829140259907,0.24038153767364445
2024,County,Mariposa,White,Total,21636,11299,0.34456069944102047,0.17994043922093228
2024,County,Mendocino,AIAN,Owned,409,227,0.26472491909385115,0.14692556634304207
2024,County,Mendocino,AIAN,Owned With Mortgage,373,198,0.4023732470334412,0.21359223300970873
2024,County,Mendocino,AIAN,Owned Without Mortgage,36,29,0.05825242718446602,0.04692556634304207
2024,County,Mendocino,AIAN,Rented,263,0,0.3346055979643766,0.0
2024,County,Mendocino,AIAN,Total,672,227,0.2882882882882883,0.09738309738309739
2024,County,Mendocino,All,Owned,16291,8735,0.3994164807414127,0.21416137494790008
2024,County,Mendocino,All,Owned With Mortgage,11284,5727,0.5433882307618222,0.27578734469806415
2024,County,Mendocino,All,Owned Without Mortgage,5007,3008,0.25008740822136755,0.15024224564207583
2024,County,Mendocino,All,Rented,12071,7411,0.5250543714658548,0.32235754675946066
2024,County,Mendocino,All,Total,28362,16146,0.4447057716731737,0.25316336610376783
2024,County,Mendocino,Asian,Owned,242,97,0.44485294117647056,0.17830882352941177
2024,County,Mendocino,Asian,Owned With Mortgage,242,97,0.5817307692307693,0.23317307692307693
2024,County,Mendocino,Asian,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Mendocino,Asian,Rented,162,162,0.35604395604395606,0.35604395604395606
2024,County,Mendocino,Asian,Total,404,259,0.4044044044044044,0.25925925925925924
2024,County,Mendocino,Hispanic,Owned,2920,1469,0.4428939784620052,0.2228120734111937
2024,County,Mendocino,Hispanic,Owned With Mortgage,2594,1348,0.5526203664252237,0.2871751171708564
2024,County,Mendocino,Hispanic,Owned Without Mortgage,326,121,0.17166929963138494,0.06371774618220116
2024,County,Mendocino,Hispanic,Rented,4063,2521,0.6735742705570292,0.41793766578249336
2024,County,Mendocino,Hispanic,Total,6983,3990,0.5531089108910892,0.31603960396039604
2024,County,Mendocino,Multiracial,Owned,1909,727,0.4047063811744753,0.15412338350646598
2024,County,Mendocino,Multiracial,Owned With Mortgage,1671,662,0.53609239653513,0.21238370227783124
2024,County,Mendocino,Multiracial,Owned Without Mortgage,238,65,0.14875,0.040625
2024,County,Mendocino,Multiracial,Rented,1583,608,0.4554085155350978,0.17491369390103567
2024,County,Mendocino,Multiracial,Total,3492,1335,0.4262175027462468,0.16294397656536067
2024,County,Mendocino,Other,Owned,988,626,0.46233036967711744,0.2929340196537202
2024,County,Mendocino,Other,Owned With Mortgage,723,549,0.5657276995305164,0.4295774647887324
2024,County,Mendocino,Other,Owned Without Mortgage,265,77,0.3084982537834691,0.08963911525029103
2024,County,Mendocino,Other,Rented,2496,1872,0.7938931297709924,0.5954198473282443
2024,County,Mendocino,Other,Total,3484,2498,0.659723537208862,0.4730164741526226
2024,County,Mendocino,White,Owned,11916,6747,0.39016404177990244,0.22091614550931535
2024,County,Mendocino,White,Owned With Mortgage,7465,3910,0.5340153086773016,0.2797052721940053
2024,County,Mendocino,White,Owned Without Mortgage,4451,2837,0.2687477357807028,0.17129573722980315
2024,County,Mendocino,White,Rented,6956,4363,0.4845360824742268,0.3039147394817498
2024,County,Mendocino,White,Total,18872,11110,0.4203398890794485,0.247455286544758
2024,County,Merced,All,Owned,14695,6918,0.30311468646864687,0.14269801980198019
2024,County,Merced,All,Owned With Mortgage,11886,5706,0.3864109232769831,0.18550065019505851
2024,County,Merced,All,Owned Without Mortgage,2809,1212,0.15852144469525958,0.06839729119638827
2024,County,Merced,All,Rented,19369,10697,0.4947129137719657,0.27321720474049854
2024,County,Merced,All,Total,34064,17615,0.3887164506116487,0.20101104619317145
2024,County,Merced,Asian,Owned,1149,875,0.30260732156966025,0.23044508822754806
2024,County,Merced,Asian,Owned With Mortgage,1020,829,0.3623445825932504,0.29449378330373
2024,County,Merced,Asian,Owned Without Mortgage,129,46,0.13136456211812628,0.04684317718940937
2024,County,Merced,Asian,Rented,526,287,0.37173144876325087,0.2028268551236749
2024,County,Merced,Asian,Total,1675,1162,0.32137375287797393,0.2229470452801228
2024,County,Merced,Black,Owned,459,440,0.5151515151515151,0.49382716049382713
2024,County,Merced,Black,Owned With Mortgage,459,440,0.7574257425742574,0.7260726072607261
2024,County,Merced,Black,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Merced,Black,Rented,914,702,0.6085219707057257,0.4673768308921438
2024,County,Merced,Black,Total,1373,1142,0.5737567906393648,0.47722524028416213
2024,County,Merced,Hispanic,Owned,8093,2954,0.32129103973956885,0.11727341299773711
2024,County,Merced,Hispanic,Owned With Mortgage,6916,2571,0.4097156398104265,0.15231042654028437
2024,County,Merced,Hispanic,Owned Without Mortgage,1177,383,0.14165362859549885,0.04609459622096522
2024,County,Merced,Hispanic,Rented,12992,6474,0.5050536464002487,0.25167159073239
2024,County,Merced,Hispanic,Total,21085,9428,0.41413784298705636,0.18517863806886256
2024,County,Merced,Multiracial,Owned,2320,1428,0.3428909252143068,0.21105527638190955
2024,County,Merced,Multiracial,Owned With Mortgage,1875,1151,0.43262574988463315,0.26557452699584677
2024,County,Merced,Multiracial,Owned Without Mortgage,445,277,0.18297697368421054,0.11389802631578948
2024,County,Merced,Multiracial,Rented,1466,657,0.34542884071630536,0.15480678605089537
2024,County,Merced,Multiracial,Total,3786,2085,0.34386920980926433,0.1893732970027248
2024,County,Merced,Other,Owned,5213,1898,0.342915405867649,0.1248519931587949
2024,County,Merced,Other,Owned With Mortgage,4339,1737,0.459347872115181,0.18388735972898582
2024,County,Merced,Other,Owned Without Mortgage,874,161,0.15184155663655316,0.027970813064628213
2024,County,Merced,Other,Rented,10273,5382,0.5564703970532474,0.2915335030605059
2024,County,Merced,Other,Total,15486,7280,0.4600303003297389,0.2162611769598669
2024,County,Merced,White,Owned,4199,1983,0.24733462920421748,0.11680508923838134
2024,County,Merced,White,Owned With Mortgage,2838,1255,0.3031403546250801,0.13405255287331766
2024,County,Merced,White,Owned Without Mortgage,1361,728,0.17872619829284309,0.09560078791858174
2024,County,Merced,White,Rented,4376,2895,0.4716025433775191,0.3119948270287747
2024,County,Merced,White,Total,8575,4878,0.3265920170627666,0.18578610603290677
2024,County,Modoc,AIAN,Owned,64,0,0.059813084112149535,0.0
2024,County,Modoc,AIAN,Owned With Mortgage,48,0,0.08376963350785341,0.0
2024,County,Modoc,AIAN,Owned Without Mortgage,16,0,0.03219315895372234,0.0
2024,County,Modoc,AIAN,Rented,187,123,0.19278350515463918,0.1268041237113402
2024,County,Modoc,AIAN,Total,251,123,0.1230392156862745,0.060294117647058824
2024,County,Modoc,All,Owned,7785,3735,0.22842639593908629,0.10959185469909921
2024,County,Modoc,All,Owned With Mortgage,5269,2360,0.3005361624458134,0.13461099703399498
2024,County,Modoc,All,Owned Without Mortgage,2516,1375,0.1520333554897577,0.08308659133482385
2024,County,Modoc,All,Rented,6602,3161,0.428478712357217,0.20515316718587748
2024,County,Modoc,All,Total,14387,6896,0.2907110671058215,0.13934409666794642
2024,County,Modoc,Asian,Owned,239,105,0.3551263001485884,0.15601783060921248
2024,County,Modoc,Asian,Owned With Mortgage,134,0,0.29515418502202645,0.0
2024,County,Modoc,Asian,Owned Without Mortgage,105,105,0.4794520547945205,0.4794520547945205
2024,County,Modoc,Asian,Rented,41,8,0.803921568627451,0.1568627450980392
2024,County,Modoc,Asian,Total,280,113,0.3867403314917127,0.15607734806629833
2024,County,Modoc,Hispanic,Owned,345,92,0.09896729776247848,0.026391279403327597
2024,County,Modoc,Hispanic,Owned With Mortgage,345,92,0.14315352697095435,0.038174273858921165
2024,County,Modoc,Hispanic,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Modoc,Hispanic,Rented,794,344,0.3065637065637066,0.13281853281853281
2024,County,Modoc,Hispanic,Total,1139,436,0.18745885450954575,0.07175773535220539
2024,County,Modoc,Multiracial,Owned,303,130,0.09274563820018365,0.039791857973676154
2024,County,Modoc,Multiracial,Owned With Mortgage,209,45,0.10806618407445709,0.02326783867631851
2024,County,Modoc,Multiracial,Owned Without Mortgage,94,85,0.07051762940735183,0.06376594148537135
2024,County,Modoc,Multiracial,Rented,1053,566,0.40924990283715507,0.21997668091721725
2024,County,Modoc,Multiracial,Total,1356,696,0.2321917808219178,0.11917808219178082
2024,County,Modoc,Other,Owned,177,122,0.15271786022433131,0.10526315789473684
2024,County,Modoc,Other,Owned With Mortgage,177,122,0.2653673163418291,0.18290854572713644
2024,County,Modoc,Other,Owned Without Mortgage,0,0,0.0,0.0
2024,County,Modoc,Other,Rented,99,33,0.22706422018348624,0.07568807339449542
2024,County,Modoc,Other,Total,276,155,0.17304075235109717,0.09717868338557993
2024,County,Modoc,White,Owned,6838,3378,0.2515913021082453,0.12428713344861841
2024,County,Modoc,White,Owned With Mortgage,4537,2193,0.3386579084869747,0.1636933641860118
